product_name,region,total_orders,late_orders,late_delivery_rate
Fabrikam Independent Filmmaker 2/3'' 17mm X100 Grey,Online,3,3,100.000000000000
Contoso SLR Camera M145 Pink,Online,2,2,100.000000000000
Fabrikam Refrigerator 19CuFt M7600 Silver,Online,1,1,100.000000000000
Fabrikam SLR Camera M147 Grey,Online,1,1,100.000000000000
Litware Home Theater System 2.1 Channel E211 Black,Online,2,2,100.000000000000
Litware Home Theater System 4.1 Channel M413 Silver,Online,1,1,100.000000000000
Proseware Photo Smart All-in-One Printer M380 White,Online,3,3,100.000000000000
Litware Home Theater System 5.1 Channel M515 Silver,Online,2,2,100.000000000000
Fabrikam Laptop10.1 M0100 White,Online,2,2,100.000000000000
Contoso USB Wave Multi-media Keyboard E280 Blue,Online,2,2,100.000000000000
Fabrikam Refrigerator 24.7CuFt X9800 Silver,Online,3,3,100.000000000000
Litware 17'' Oscillating Pedestal Fan M125 Blue,Online,1,1,100.000000000000
Litware Refrigerator 1.7CuFt E120 Grey,Online,1,1,100.000000000000
Litware Home Theater System 5.1 Channel M510 Silver,Online,1,1,100.000000000000
Adventure Works Coffee Maker Super-Auto 12C X125 Grey,Online,2,2,100.000000000000
Litware Refrigerator 19CuFt M760 Grey,Online,1,1,100.000000000000
Fabrikam Laptop19W M9800 Black,Online,2,2,100.000000000000
Fabrikam Budget Moviemaker 1'' 25mm E400 Black,Online,2,2,100.000000000000
"Fabrikam Social Videographer 1"" 25mm E400 Orange",Online,4,4,100.000000000000
Litware 180 CFM Vertical Discharge Fan X450 Red,Online,2,2,100.000000000000
MGS Halo 2 for Windows Vista M220,Online,3,3,100.000000000000
Litware Home Theater System 5.1 Channel M516 Brown,Online,1,1,100.000000000000
Adventure Works Desk Lamp E1200 Black,Online,1,1,100.000000000000
Litware Refrigerator 9.7CuFt M560 Brown,Online,1,1,100.000000000000
Fabrikam Microwave 0.9CuFt E0900 Red,Online,3,3,100.000000000000
Fabrikam Coffee Maker 12C M100 White,Online,1,1,100.000000000000
Fabrikam Trendsetter 1'' 25mm X400 White,Online,4,4,100.000000000000
Litware 80mm LED Dual PCI Slot Fan E1501 Pink,Online,1,1,100.000000000000
MGS Rise of Nations: Gold Edition M300,Online,6,6,100.000000000000
Litware Microwave 0.9CuFt E090 Red,Online,3,3,100.000000000000
Contoso 2-Line Speakerphone M109 Grey,Online,2,2,100.000000000000
Litware Refrigerator 9.7CuFt M560 Silver,Online,1,1,100.000000000000
Fabrikam Refrigerator 1.7CuFt E1200 Orange,Online,4,4,100.000000000000
Fabrikam SLR Camera X149 Pink,Online,3,3,100.000000000000
Litware 18'' Oscillating Pedestal Fan M145 Pink,Online,4,4,100.000000000000
Litware 80mm LED Dual PCI Slot Fan E1501 Red,Online,1,1,100.000000000000
"Proseware Color Ink jet Fax, Copier, Phone M250 White",Online,3,3,100.000000000000
Litware Microwave 1.6CuFt M125 White,Online,3,3,100.000000000000
Contoso 32GB Video MP3 Player M3200 White,Online,2,2,100.000000000000
Litware USB Foam Fan E1301 Pink,Online,2,2,100.000000000000
Fabrikam Refrigerator 3.2CuFt E1600 Orange,Online,2,2,100.000000000000
Fabrikam Trendsetter 1'' 25mm X400 Grey,Online,1,1,100.000000000000
Litware Chandelier M6015 Blue,Online,1,1,100.000000000000
Litware Microwave 0.9CuFt E090 Black,Online,1,1,100.000000000000
Proseware Floor Lamp X0115 Black,Online,1,1,100.000000000000
Litware Microwave 2.2CuFt M125 Silver,Online,2,2,100.000000000000
Contoso 4G MP3 Player E400 Silver,Online,1,1,100.000000000000
Litware Washer & Dryer 25.5in M350 White,Online,3,3,100.000000000000
Fabrikam SLR Camera M150 Green,Online,4,4,100.000000000000
"Litware 16"" White Oscillating Stand Fan E701 Silver",Online,1,1,100.000000000000
Litware Microwave 1.5CuFt X110 Blue,Online,3,3,100.000000000000
Litware Refrigerator 1.7CuFt E120 Orange,Online,2,2,100.000000000000
Proseware Laptop12 M210 Black,Online,1,1,100.000000000000
Litware Refrigerator 1.7CuFt E120 Green,Online,1,1,100.000000000000
Contoso Coffee Maker 4C E0800 Grey,Online,1,1,100.000000000000
MGS Age of Empires III: The Asian Dynasties M190,Online,3,3,100.000000000000
"Litware 14"" High Velocity Floor Fan E801 Black",Online,1,1,100.000000000000
Litware 80mm Dual Ball Bearing Case Fan E1001 White,Online,2,2,100.000000000000
Litware Microwave 2.2CuFt M125 White,Online,4,4,100.000000000000
Litware Washer & Dryer 15.5in E150 Silver,Online,1,1,100.000000000000
Proseware Photo Inkjet Printer M100 Grey,Online,2,2,100.000000000000
Litware Refrigerator 9.7CuFt M560 Orange,Online,3,3,100.000000000000
Contoso Cyber Shot Digital Cameras Adapter E306 Black,Online,5,5,100.000000000000
A. Datum Consumer Digital Camera E100 Orange,Online,5,5,100.000000000000
Litware 18'' Adjustable Oscillating Pedestal Fan E301 Black,Online,1,1,100.000000000000
Litware Floor Lamp X1015 Blue,Online,2,2,100.000000000000
Litware Tower Fan E501 White,Online,1,1,100.000000000000
MGS Age of Empires Expansion: The Rise of Rome X900,Online,5,5,100.000000000000
Proseware Screen 100in M1609 Black,Online,3,3,100.000000000000
Litware Washer & Dryer 15.5in E150 Green,Online,1,1,100.000000000000
Contoso Digital camera accessory kit M200 Grey,Online,1,1,100.000000000000
A. Datum Interchangeable lens Non-SLR Digital Camera X250 Azure,Online,1,1,100.000000000000
Litware Desk Lamp E1030 Grey,Online,2,2,100.000000000000
Litware Microwave 0.9CuFt E090 Blue,Online,3,3,100.000000000000
Litware Washer & Dryer 15.5in E150 White,Online,1,1,100.000000000000
Proseware Air conditioner 25000BTU L167 Silver,Online,1,1,100.000000000000
Proseware Slim-Design Fax Machine with Answering System X180 Green,Online,2,2,100.000000000000
A. Datum Consumer Digital Camera M300 Silver,Online,3,3,100.000000000000
Contoso Expandable 4-Handset Cordless Phone System M206 Black,Online,2,2,100.000000000000
A. Datum Rangefinder Digital Camera X200 Orange,Online,4,4,100.000000000000
Litware Floor Lamp X1015 Black,Online,1,1,100.000000000000
Litware Refrigerator 3.2CuFt E160 Silver,Online,1,1,100.000000000000
Litware Washer & Dryer 25.5in M350 Green,Online,1,1,100.000000000000
Proseware Duplex Scanner M200 Green,Online,3,3,100.000000000000
SV Car Video TFT6.2W E6282 Brown,Online,2,2,100.000000000000
A. Datum Point Shoot Digital Camera M500 Orange,Online,1,1,100.000000000000
Contoso Home Theater System 5.1 Channel M1540 Brown,Online,1,1,100.000000000000
"A. Datum SLR Camera 35"" M358 Gold",Online,3,3,100.000000000000
Litware Home Theater System 5.1 Channel M514 Brown,Online,3,3,100.000000000000
Litware USB Durable Desk Soft Fan E1401 Black,Online,3,3,100.000000000000
MGS Zoo Tycoon Dinosaur Digs X200,Online,4,4,100.000000000000
Proseware LCD22 M2000 Black,Online,4,4,100.000000000000
SV USB Data Cable E600 Grey,Online,1,1,100.000000000000
A. Datum SLR Camera X141 Blue,Online,2,2,100.000000000000
Contoso Laptop Cooling Hub notebook fan with 4 ports USB hub E80 Black,Online,1,1,100.000000000000
A. Datum SLR Camera M137 Grey,Online,7,7,100.000000000000
Litware Home Theater System 7.1 Channel X711 Silver,Online,1,1,100.000000000000
Proseware Ink Jet Instant PDF Sheet-Fed Scanner M300 Grey,Online,1,1,100.000000000000
Proseware Air conditioner 10000BTU M490 White,Online,2,2,100.000000000000
SV 8xDVD E120 Black,Online,4,4,100.000000000000
Litware Microwave 0.9CuFt E090 White,Online,2,2,100.000000000000
"Adventure Works 13"" Color TV E25 White",Online,6,6,100.000000000000
Contoso Microwave 1.5CuFt X0110 Black,Online,1,1,100.000000000000
A. Datum Super-zoom Digital Camera X300 Azure,Online,2,2,100.000000000000
Litware Microwave 2.2CuFt M125 Black,Online,3,3,100.000000000000
Proseware Laptop16 M610 Black,Online,1,1,100.000000000000
Proseware High-Performance Business-Class Laser Fax X200 Green,Online,2,2,100.000000000000
SV Car Video LCD9.2W X9280 Black,Online,1,1,100.000000000000
Litware Washer & Dryer 15.5in E150 Blue,Online,2,2,100.000000000000
"Adventure Works 20"" LCD HDTV M120 Black",Online,4,4,100.000000000000
A. Datum Slim Digital Camera M180 Orange,Online,1,1,100.000000000000
Adventure Works Coffee Maker 5C E090 Silver,Online,1,1,100.000000000000
Litware Washer & Dryer 27in L420 White,Online,1,1,100.000000000000
Proseware Laser Fax Printer E100 White,Online,1,1,100.000000000000
Proseware Laser Jet Printer E100 Black,Online,1,1,100.000000000000
SV Car Video TFT6.2W E6280 Brown,Online,2,2,100.000000000000
MGS Dungeon Siege II E105,Online,8,8,100.000000000000
Adventure Works Coffee Maker 12C M100 Silver,Online,1,1,100.000000000000
A. Datum Super-zoom Digital Camera X300 Pink,Online,2,2,100.000000000000
Adventure Works Coffee Maker Auto 10C M100 Black,Online,1,1,100.000000000000
Contoso USB Optical Mouse E200 Blue,Online,2,2,100.000000000000
Proseware Laser Fax Printer M250 Black,Online,2,2,100.000000000000
Proseware Professional Quality Plain-Paper Fax and Copier X100 Black,Online,4,4,100.000000000000
SV Car Video TFT6.2W E6280 Silver,Online,3,3,100.000000000000
Contoso Washer & Dryer 24in M240 Green,Online,1,1,100.000000000000
Adventure Works Coffee Maker 4C E080 Silver,Online,2,2,100.000000000000
"Adventure Works 19"" Portable LCD HDTV M110 Black",Online,6,6,100.000000000000
Adventure Works Coffee Maker Auto 10C M100 Grey,Online,1,1,100.000000000000
Contoso Washer & Dryer 27in L270 Blue,Online,1,1,100.000000000000
Proseware Laser Fax Printer M250 Green,Online,1,1,100.000000000000
Proseware Screen 85in E1010 White,Online,3,3,100.000000000000
SV Car Video TFT7 M7000 Brown,Online,1,1,100.000000000000
NT Washer & Dryer 24in M2400 Silver,Online,1,1,100.000000000000
Adventure Works Desk Lamp E1200 Silver,Online,1,1,100.000000000000
"Adventure Works 26"" 720p LCD HDTV M140 Silver",Online,10,10,100.000000000000
Adventure Works Coffee Maker Auto 10C M100 White,Online,1,1,100.000000000000
Proseware Desk Lamp E0120 White,Online,2,2,100.000000000000
Proseware Photo Smart All-in-One Printer M380 Grey,Online,1,1,100.000000000000
Proseware Slim-Design Fax Machine with Answering System X180 Black,Online,4,4,100.000000000000
SV Wireless LAN PCI Network Card Adapter E900 Black,Online,2,2,100.000000000000
Proseware Duplex Scanner M200 White,Online,2,2,100.000000000000
Adventure Works Laptop19W X1980 Silver,Online,3,3,100.000000000000
The Phone Company PDA Phone 3.5 inches M320 Silver,Online,3,3,100.000000000000
Adventure Works Coffee Maker Super-Auto 12C X125 Silver,Online,1,1,100.000000000000
Proseware Laser Fax Printer M250 White,Online,1,1,100.000000000000
SV Car Video LCD9.2W X9280 Silver,Online,2,2,100.000000000000
SV 8xDVD E140 Black,Online,1,1,100.000000000000
The Phone Company PDA Palm 3.5 inch M810 Silver,Online,9,9,100.000000000000
Proseware LCD20 M200 White,Online,1,1,100.000000000000
Adventure Works LCD17W E203 Black,Online,1,1,100.000000000000
The Phone Company Smart phones 160x160 M26 White,Online,9,9,100.000000000000
Adventure Works LCD19 E108 Black,Online,1,1,100.000000000000
Proseware Screen 113in X1609 Black,Online,1,1,100.000000000000
SV Car Video TFT7 M7001 Silver,Online,1,1,100.000000000000
SV Car Video LCD7 M7003 Silver,Online,1,1,100.000000000000
The Phone Company PDA Phone 4.7 inches L360 Black,Online,1,1,100.000000000000
SV Car Video AM/FM E1000 Black,Online,4,4,100.000000000000
Contoso Air conditioner 12000BTU M0640 Blue,Online,1,1,100.000000000000
WWI Desk Lamp E120 White,Online,1,1,100.000000000000
Adventure Works LCD19W M100 White,Online,4,4,100.000000000000
SV Car Video LCD7 M7001 Brown,Online,1,1,100.000000000000
SV Keyboard E10 Grey,Online,2,2,100.000000000000
SV Car Video LCD7W M7081 Black,Online,2,2,100.000000000000
The Phone Company PDA Wifi 4.7-inch L290 White,Online,4,4,100.000000000000
WWI Chandelier M615 Silver,Online,1,1,100.000000000000
Contoso Air conditioner 25000BTU L1672 Silver,Online,1,1,100.000000000000
WWI Floor Lamp X115 Grey,Online,1,1,100.000000000000
Contoso 16GB New Generation MP5 Player M1650 Black,Online,4,4,100.000000000000
WWI Screen 113in M1610 White,Online,2,2,100.000000000000
SV Keyboard E90 White,Online,1,1,100.000000000000
SV Car Video LCD7W M7081 Silver,Online,3,3,100.000000000000
WWI Desk Lamp E130 Silver,Online,1,1,100.000000000000
WWI Wall Lamp E215 Silver,Online,2,2,100.000000000000
Contoso Air conditioner 5200BTU E0100 Red,Online,1,1,100.000000000000
WWI Floor Lamp X115 Silver,Online,1,1,100.000000000000
Contoso 4 Handset Cordless Phone System M86 Black,Online,2,2,100.000000000000
SV Keyboard E90 Black,Online,2,2,100.000000000000
SV USB Sync Charge Cable E700 Silver,Online,1,1,100.000000000000
WWI Floor Lamp X115 White,Online,1,1,100.000000000000
WWI Projector 1080p DLP86 Black,Online,2,2,100.000000000000
SV USB Data Cable E600 Silver,Online,1,1,100.000000000000
Contoso Air conditioner 7000BTU E0260 Blue,Online,1,1,100.000000000000
WWI Projector 1080p DLP86 White,Online,2,2,100.000000000000
Contoso Air conditioner 5200BTU E0100 Blue,Online,1,1,100.000000000000
The Phone Company Touch Screen Phones - CRT M11 Black,Online,9,9,100.000000000000
WWI Chandelier M615 Black,Online,1,1,100.000000000000
SV 4GB Laptop Memory M65 Yellow,Online,1,1,100.000000000000
WWI Projector 480p DLP12 Black,Online,3,3,100.000000000000
SV Car Video TFT7 M7000 Silver,Online,1,1,100.000000000000
Contoso Coffee Maker 5C E0900 Grey,Online,1,1,100.000000000000
Contoso Air conditioner 7000BTU E0260 White,Online,1,1,100.000000000000
WWI LCD24W X300 White,Online,2,2,100.000000000000
WWI Wall Lamp E215 White,Online,1,1,100.000000000000
Contoso Coffee Maker Auto 5C E0900 Grey,Online,2,2,100.000000000000
Contoso Carrying Case E312 Blue,Online,4,4,100.000000000000
WWI Screen 113in M1610 Black,Online,5,5,100.000000000000
MGS Zoo Tycoon 2: African Adventure M280,Online,1,1,100.000000000000
Contoso Enhanced Capacity Battery M800 White,Online,3,3,100.000000000000
Contoso Connectivity Starter Kit Smart Buy M680 White,Online,1,1,100.000000000000
Contoso Home Theater System 5.1 Channel M1530 Silver,Online,1,1,100.000000000000
Contoso Desktop Alternative Bundle E200 White,Online,2,2,100.000000000000
Contoso KSU-less key system M38 Black,Online,2,2,100.000000000000
Contoso Digital camera accessory kit M200 Black,Online,1,1,100.000000000000
Contoso Lens Adapter M450 Black,Online,3,3,100.000000000000
Contoso General Soft Carrying Case E318 Black,Online,5,5,100.000000000000
Contoso Lens cap E80 Black,Online,1,1,100.000000000000
Proseware Air conditioner 12000BTU M640 White,Online,1,1,100.000000000000
Contoso Phone for MSN E200 White,Online,1,1,100.000000000000
Proseware Air conditioner 5200BTU E100 Silver,Online,1,1,100.000000000000
Contoso Power Inverter - DC to AC power inverter E900 White,Online,2,2,100.000000000000
Proseware Air conditioner 6000BTU E180 Red,Online,1,1,100.000000000000
NT Washer & Dryer 21in E2100 White,Online,1,1,100.000000000000
Proseware Air conditioner 8000BTU M320 Red,Online,1,1,100.000000000000
Proseware Color Inkjet Fax with 5.8 GHz Cordless Handset X250 Black,Online,1,1,100.000000000000
Proseware Fax Machine E100 White,Online,2,2,100.000000000000
Proseware Floor Lamp M0215 White,Online,1,1,100.000000000000
Proseware Photo Inkjet Printer E290 Green,Online,2,2,100.000000000000
Proseware Ink Jet Wireless All-In-One Printer M400 Green,Online,4,4,100.000000000000
NT Washer & Dryer 24in M2400 White,Online,1,1,100.000000000000
Proseware LCD24 X300 Black,Online,4,4,100.000000000000
NT Washer & Dryer 25.5in M2550 Blue,Online,1,1,100.000000000000
Proseware Office Jet All-in-One Printer M500 White,Online,1,1,100.000000000000
SV Rechargeable Bluetooth Notebook Mouse E80 Black,Online,3,3,100.000000000000
SV 160GB USB2.0 Portable Hard Disk M65 Black,Online,2,2,100.000000000000
SV Wireless LAN PCI Network Card Adapter E901 Black,Online,3,3,100.000000000000
SV 160GB USB2.0 Portable Hard Disk M65 Silver,Online,2,2,100.000000000000
WWI Screen 113in M1610 Silver,Online,1,1,100.000000000000
SV 4GB Laptop Memory M65 White,Online,1,1,100.000000000000
WWI Wall Lamp E315 Black,Online,1,1,100.000000000000
SV 80GB USB2.0 Portable Hard Disk E500 Red,Online,2,2,100.000000000000
SV Car Video LCD7 M7001 Silver,Online,2,2,100.000000000000
SV PCI Network Adapter E905 Silver,Online,2,2,100.000000000000
WWI Projector 480p DLP12 White,Online,3,3,100.000000000000
WWI Projector 720p LCD56 Black,Online,2,2,100.000000000000
Contoso DVD Player M140 Gold,Online,15,14,93.333333333333
NT Bluetooth Stereo Headphones E52 Blue,Online,14,13,92.857142857142
MGS Rise of Nations: Rise of Legends M290,Online,13,12,92.307692307692
Contoso Water Heater 1.5GPM E0800 Grey,Online,12,11,91.666666666666
WWI Stereo Bluetooth Headphones New Generation M370 White,Online,11,10,90.909090909090
SV Hand Games for students E40 Yellow,Online,11,10,90.909090909090
"Adventure Works 20"" Analog CRT TV E45 Brown",Online,10,9,90.000000000000
WWI Desktop PC1.80 E1800 Black,Online,20,18,90.000000000000
The Phone Company Touch Screen Phones SAW/Built-in M801 Gold,Online,10,9,90.000000000000
SV 22xDVD M600 Silver,Online,9,8,88.888888888888
SV 16xDVD M360 Silver,Online,9,8,88.888888888888
Contoso Touch Screen Phones Infrared M901 Black,Online,9,8,88.888888888888
MGS MechWarrior4: Mercenaries2009 E157,Online,9,8,88.888888888888
Contoso Water Heater 4.0GPM M1250 Blue,Online,8,7,87.500000000000
Contoso Carrying Case E312 Pink,Online,8,7,87.500000000000
Proseware CRT15 E10 Black,Online,8,7,87.500000000000
WWI LCD19 E107 White,Online,8,7,87.500000000000
Contoso Rubberized Snap-On Cover Hard Case Cell Phone Protector E160 White,Online,8,7,87.500000000000
"Adventure Works 40"" LCD HDTV M690 Black",Online,8,7,87.500000000000
The Phone Company PDA Palm 3.5 inch M810 Black,Online,8,7,87.500000000000
Contoso Genuine Leather Grip Belt E322 White,Online,8,7,87.500000000000
WWI Desktop PC2.33 X2330 Brown,Online,30,26,86.666666666666
Contoso Water Heater 2.6GPM E0900 White,Online,7,6,85.714285714285
The Phone Company Smart phones Expert M400 Grey,Online,7,6,85.714285714285
MGS Zoo Tycoon 2: Marine Mania Expansion Pack M270,Online,7,6,85.714285714285
Contoso Microwave 0.9CuFt E0090 Grey,Online,7,6,85.714285714285
Fabrikam Microwave 1.6CuFt M1250 Silver,Online,7,6,85.714285714285
MGS MechWarrior 4:Knight2009 E171,Online,7,6,85.714285714285
Contoso Expandable Cordless Phone System M008 Black,Online,7,6,85.714285714285
The Phone Company PDA Handheld 4.7 inch L650 Silver,Online,7,6,85.714285714285
MGS Age of Empires III: The Asian Dynasties E106,Online,7,6,85.714285714285
Contoso Multi-line phones M30 White,Online,7,6,85.714285714285
MGS Bicycle Card Games2009 E166,Online,7,6,85.714285714285
MGS Bicycle Card Games X600,Online,7,6,85.714285714285
Contoso SLR Camera X146 Orange,Online,7,6,85.714285714285
SV 16xDVD M320 Black,Online,7,6,85.714285714285
Contoso Expandable 3-Handset Cordless Phone System M204 Black,Online,7,6,85.714285714285
MGS Dal of Honor Airborne M150,Online,7,6,85.714285714285
Adventure Works LCD19W M100 Black,Online,7,6,85.714285714285
The Phone Company Smart phones 6-LINE SCREEN M21 Grey,Online,7,6,85.714285714285
SV DVD 12-Inch Player Portable M400 Silver,Online,26,22,84.615384615384
Contoso Digital Cameras Lightweight Tripod E316 Pink,Online,6,5,83.333333333333
Contoso Screen 100in E010 Silver,Online,6,5,83.333333333333
Contoso Electronic Private Automatic Branch Exchange M90 Black,Online,6,5,83.333333333333
Contoso Water Heater 1.5GPM E0800 Green,Online,6,5,83.333333333333
Contoso behind Centrex X15 Black,Online,6,5,83.333333333333
Fabrikam SLR Camera X146 Black,Online,6,5,83.333333333333
MGS Age of Mythology: The Titans Expansion 2009 E148,Online,6,5,83.333333333333
Proseware Projector 1080p LCD86 White,Online,6,5,83.333333333333
WWI LCD22W M2003 Black,Online,6,5,83.333333333333
Contoso 16GB New Generation MP5 Player M1650 blue,Online,6,5,83.333333333333
MGS Zoo Tycoon 2: Extinct Animals 2008 E129,Online,6,5,83.333333333333
The Phone Company PDA Wifi 4.7-inch L290 Silver,Online,6,5,83.333333333333
Adventure Works Laptop15 M1501 Red,Online,6,5,83.333333333333
"Adventure Works 52"" LCD HDTV X590 Silver",Online,6,5,83.333333333333
SV 22xDVD M600 Black,Online,6,5,83.333333333333
Proseware Fax phone E100 Black,Online,6,5,83.333333333333
Contoso Private Automatic Branch Exchange M65 White,Online,6,5,83.333333333333
Contoso Touch Screen Phones  - LCD M12 Black,Online,12,10,83.333333333333
MGS Age of Empires II Gold Edition E122,Online,6,5,83.333333333333
Contoso Water Heater 7.2GPM X1800 Grey,Online,6,5,83.333333333333
MGS Hand Games men M300 Black,Online,18,15,83.333333333333
The Phone Company Smart phones 320 x 320 M86 Gold,Online,6,5,83.333333333333
Contoso Rechargeable Battery Pack E310 Silver,Online,6,5,83.333333333333
Fabrikam Microwave 0.9CuFt E0900 White,Online,6,5,83.333333333333
Contoso 8GB Clock & Radio MP3 Player X850 Silver,Online,6,5,83.333333333333
The Phone Company PDA Handheld 3.5 inch M610 Black,Online,6,5,83.333333333333
The Phone Company PDA Phone Unlocked 3.5 inches M530 Black,Online,6,5,83.333333333333
Contoso In-Line Coupler E180 Silver,Online,12,10,83.333333333333
The Phone Company Smart phones without camera E100 Pink,Online,6,5,83.333333333333
The Phone Company Smart phones 4 GB of Memory M300 Black,Online,6,5,83.333333333333
The Phone Company PDA Phone 3.7 inches M340 Silver,Online,6,5,83.333333333333
MGS RalliSport Challenge E115,Online,6,5,83.333333333333
WWI Screen 125in M1611 Silver,Online,6,5,83.333333333333
WWI Screen 85in E1010 White,Online,6,5,83.333333333333
Proseware Fax Machine E100 Grey,Online,6,5,83.333333333333
WWI Stereo Bluetooth Headphones New Generation M370 Yellow,Online,12,10,83.333333333333
A. Datum Interchangeable lens Non-SLR Digital Camera X250 Green,Online,6,5,83.333333333333
WWI Screen 100in M1609 White,Online,6,5,83.333333333333
MGS Hand Games women M400 Red,Online,17,14,82.352941176470
SV Hand Games for students E40 Silver,Online,17,14,82.352941176470
Contoso Phone Tough Skin Case E140 Silver,Online,11,9,81.818181818181
SV Hand Games women M40 Yellow,Online,16,13,81.250000000000
NT Wireless Transmitter and Bluetooth Headphones M150 Blue,Online,16,13,81.250000000000
NT Wireless Bluetooth Stereo Headphones E302 Black,Online,16,13,81.250000000000
WWI Stereo Bluetooth Headphones New Generation M370 Orange,Online,21,17,80.952380952380
