region,product_name,total_quantity,total_revenue,profit_margin,profit_margin_percentage
Connecticut,Contoso In-Line Coupler E180 Black,15,50.25,24.60,48.95
Connecticut,Contoso Rubberized Snap-On Cover Hard Case Cell Phone Protector E160 Silver,13,61.62,30.16,48.94
Connecticut,Contoso Rubberized Snap-On Cover Hard Case Cell Phone Protector E160 White,1,4.74,2.32,48.94
Connecticut,Litware Refrigerator L1200 Orange,1,3199.99,NULL,NULL
Connecticut,Litware Refrigerator 24.7CuFt X980 White,2,6399.98,NULL,NULL
Connecticut,Fabrikam Refrigerator 24.7CuFt X9800 Orange,2,6399.98,NULL,NULL
Connecticut,Fabrikam Refrigerator 24.7CuFt X9800 Blue,1,3199.99,NULL,NULL
Corse,Contoso DVD 60 DVD Storage Binder L20 Red,2,45.78,30.62,66.88
Corse,Contoso DVD 60 DVD Storage Binder L20 Silver,7,160.23,107.17,66.88
Corse,NT Wireless Transmitter and Bluetooth Headphones M150 Green,3,449.97,300.90,66.87
Corse,A. Datum Full Frame Digital Camera X300 Black,4,924.00,617.88,66.87
Corse,A. Datum Full Frame Digital Camera X300 Silver Grey,1,231.00,154.47,66.87
Corse,Contoso behind Centrex X15 Black,1,49.99,33.43,66.87
Corse,MGS Dungeon Siege X300,5,545.00,364.45,66.87
Corse,NT Wireless Transmitter and Bluetooth Headphones M150 Black,3,449.97,300.90,66.87
Corse,The Phone Company PDA Palm 4.7 inch L850 Black,3,1194.00,798.39,66.86
Corse,Adventure Works LCD22W M200 White,2,1358.00,908.06,66.86
Corse,Contoso DVD 14-Inch Player Portable L100 Black,5,1299.95,869.25,66.86
Corse,Contoso Projector 1080p X980 White,2,4590.00,3069.24,66.86
Corse,Adventure Works Desktop PC2.33 XD233 Silver,7,6783.00,4535.65,66.86
Corse,Contoso DVD Recorder L200 Black,3,657.00,439.32,66.86
Corse,Proseware Slim-Design Fax Machine with Answering System X180 Grey,7,1652.00,1104.67,66.86
Corse,SV DVD 15-Inch Player Portable L200 Silver,1,289.99,193.91,66.86
Corse,Adventure Works Desktop PC2.33 XD233 Black,2,1938.00,1295.90,66.86
Corse,MGS Age of Empires Expansion: The Rise of Rome X900,2,1197.60,800.82,66.86
Corse,WWI LCD22W M2003 Black,3,2037.00,1362.09,66.86
Corse,"A. Datum SLR Camera 35"" X358 Silver Grey",2,1176.00,786.36,66.86
Corse,SV DVD Recorder L220 White,3,657.00,439.32,66.86
Corse,SV DVD Recorder L240 Gold,3,657.00,439.32,66.86
Corse,Adventure Works LCD22W M200 Black,5,3395.00,2270.15,66.86
Corse,Litware Microwave 1.5CuFt X110 Black,1,665.94,445.30,66.86
Corse,WWI Wireless Transmitter and Bluetooth Headphones X250 Red,6,1499.94,1002.96,66.86
Corse,Contoso Water Heater 7.2GPM X1800 White,2,2950.00,1972.60,66.86
Corse,The Phone Company PDA Phone 4.7 inches L360 Black,8,3216.00,2150.48,66.86
Corse,WWI Laptop19W X0196 Blue,1,1299.00,868.62,66.86
Corse,"Fabrikam SLR Camera 35"" X358 Grey",1,436.20,291.68,66.86
Corse,"Adventure Works 52"" LCD HDTV X590 Silver",5,14499.95,9695.85,66.86
Corse,"The Phone Company Touch Screen Phone 1600 TFT-2.2"" L200 Grey",5,2645.00,1768.65,66.86
Corse,SV DVD Recorder L200 Black,3,657.00,439.32,66.86
Corse,WWI Screen 113in M1610 Black,5,1495.00,999.70,66.86
Corse,SV DVD 14-Inch Player Portable L100 Black,1,259.99,173.85,66.86
Corse,Contoso 32GB Video MP3 Player M3200 White,3,765.00,511.53,66.86
Corse,Proseware LCD24W X300 Black,3,2607.00,1743.24,66.86
Corse,The Phone Company PDA Phone Unlocked 4.7 inches L550 Black,1,302.00,201.94,66.86
Corse,Contoso Water Heater 7.2GPM X1800 Blue,1,1475.00,986.30,66.86
Corse,Proseware High Speed Laser M2000 Green,1,209.00,139.75,66.86
Corse,MGS Hand Games for Office worker L299 Red,4,67.56,45.16,66.84
Corse,MGS Hand Games for Office worker L299 Black,4,67.56,45.16,66.84
Corse,SV Hand Games men M30 Black,5,34.40,18.60,54.06
Corse,MGS Hand Games women M400 Yellow,2,17.98,9.72,54.06
Corse,MGS Hand Games women M400 Red,7,62.93,34.02,54.06
Corse,SV Hand Games women M40 Black,3,26.64,14.40,54.05
Corse,SV Hand Games women M40 Red,1,8.88,4.80,54.05
Corse,Contoso DVD 48 DVD Storage Binder M50 Silver,1,17.99,9.72,54.03
Corse,SV DVD 55DVD Storage Binder M56 Red,4,50.64,27.36,54.02
Corse,Contoso Phone System Accessory Handset with Charger M308 White,1,26.99,14.58,54.02
Corse,Contoso Wireless Notebook Optical Mouse M35 Silver,6,179.70,97.08,54.02
Corse,SV DVD 55DVD Storage Binder M56 Black,3,37.98,20.52,54.02
Corse,WWI 2GB Pulse Smart pen M100 White,3,599.85,324.00,54.01
Corse,"Adventure Works 20"" LCD HDTV M120 Black",8,2799.60,1512.16,54.01
Corse,WWI 2GB Spy Video Recorder Pen M300 White,8,1448.00,782.08,54.01
Corse,MGS Zoo Tycoon M380,1,89.00,48.07,54.01
Corse,SV 16xDVD M360 Black,3,380.70,205.62,54.01
Corse,Fabrikam SLR Camera M150 Green,4,1567.60,846.72,54.01
Corse,Contoso SLR Camera M145 Pink,8,2744.00,1482.16,54.01
Corse,Fabrikam Home and vacation moviemaker 2/3'' 17mm M103 Black,4,2620.00,1415.16,54.01
Corse,WWI Desktop PC3.0 M0300 Silver,4,1396.00,754.04,54.01
Corse,The Phone Company Pen Touch Screen Phones M320 Grey,2,580.00,313.28,54.01
Corse,WWI 2GB Spy Video Recorder Pen M300 Purple,8,1448.00,782.08,54.01
Corse,Contoso DVD 12-Inch Player Portable M400 White,3,539.97,291.66,54.01
Corse,Adventure Works Desktop PC3.0 MS300 Silver,7,3283.00,1773.24,54.01
Corse,A. Datum Consumer Digital Camera M300 Azure,4,738.00,398.64,54.01
Corse,Contoso 4-Line Corded Cordless Telephone M203 White,1,32.99,17.82,54.01
Corse,Contoso DVD 9-Inch Player Portable M300 White,2,319.98,172.84,54.01
Corse,Contoso DVD 12-Inch Player Portable M400 Black,5,899.95,486.10,54.01
Corse,Adventure Works Desktop PC2.30 MD230 Black,1,599.00,323.54,54.01
Corse,"Adventure Works 37"" 1080p LCD HDTV M150W White",3,3299.97,1782.42,54.01
Corse,Contoso Expandable 2-Handset Cordless Phone System M205 Grey,1,40.19,21.71,54.01
Corse,Contoso Water Heater 4.0GPM M1250 Silver,8,6328.00,3418.00,54.01
Corse,Proseware Laser Fax Printer M250 Grey,1,118.00,63.74,54.01
Corse,NT Wireless Bluetooth Stereo Headphones M402 Purple,3,299.97,162.03,54.01
Corse,The Phone Company Smart phones 160x160 M26 White,5,1040.00,561.75,54.01
Corse,Contoso Expandable 2-Handset Cordless Phone System M205 White,2,80.38,43.42,54.01
Corse,Fabrikam Coffee Maker 12C M100 Gold,2,890.00,480.72,54.01
Corse,Contoso Projector 720p M620 Silver,1,699.00,377.56,54.01
Corse,Contoso Touch Screen Phones 5-Wire/On-wall M508 Black,2,516.00,278.70,54.01
Corse,Contoso Touch Screen Phones - CRT M11 Black,2,378.00,204.18,54.01
Corse,MGS Age of Empires III: The War Chiefs M240,2,140.26,75.76,54.01
Corse,Litware Home Theater System 4.1 Channel M410 Brown,1,599.00,323.54,54.01
Corse,Contoso Water Heater 4.3GPM M1250 Blue,1,877.50,473.97,54.01
Corse,SV 16xDVD E340 Black,2,198.00,106.94,54.01
Corse,SV DVD 9-Inch Player Portable M300 Black,5,799.95,432.10,54.01
Corse,The Phone Company PDA Palm 3.7 inch M830 Black,2,598.00,323.00,54.01
Corse,Adventure Works Laptop15.4W M1548 Black,1,758.00,409.42,54.01
Corse,The Phone Company Microsoft Windows Mobile M200 Black,6,1374.00,742.14,54.01
Corse,Contoso Water Heater 4.3GPM M1250 Green,1,877.50,473.97,54.01
Corse,WWI Desktop PC2.30 M2300 Brown,3,1677.00,905.82,54.01
Corse,NT Wireless Bluetooth Stereo Headphones M402 Black,1,99.99,54.01,54.01
Corse,Contoso 16GB Mp5 Player M1600 Black,7,1399.30,755.79,54.01
Corse,NT Wireless Bluetooth Stereo Headphones M402 Red,10,999.90,540.10,54.01
Corse,WWI Desktop PC3.0 M0300 Black,2,698.00,377.02,54.01
Corse,Proseware Photo Inkjet Printer M100 Grey,5,795.00,429.40,54.01
Corse,"Adventure Works 32"" LCD HDTV M130 Silver",4,1999.96,1080.24,54.01
Corse,Adventure Works Desktop PC2.30 MD230 Silver,2,1198.00,647.08,54.01
Corse,Contoso 4GB Flash MP3 Player E401 White,1,77.68,41.96,54.01
Corse,The Phone Company Touch Screen Phones SAW/Built-in M801 Grey,2,598.00,323.00,54.01
Corse,WWI 2GB Spy Video Recorder Pen M300 Silver,1,181.00,97.76,54.01
Corse,"A. Datum SLR Camera 35"" M358 Silver Grey",4,1352.00,730.28,54.01
Corse,NT Wireless Bluetooth Stereo Headphones E102 White,1,47.95,25.90,54.01
Corse,The Phone Company Smart phones Unlocked International M800 White,1,310.00,167.44,54.01
Corse,The Phone Company Smart phones 160x160 M26 Grey,6,1248.00,674.10,54.01
Corse,WWI Stereo Bluetooth Headphones New Generation M370 White,3,398.97,215.49,54.01
Corse,The Phone Company PDA GPS Phone 3.7 inch M930 Black,7,2086.00,1126.72,54.01
Corse,The Phone Company Smart phones 8 GB of Memory M400 Gold,2,538.00,290.60,54.01
Corse,WWI Stereo Bluetooth Headphones New Generation M370 Black,10,1329.90,718.30,54.01
Corse,SV DVD Player M130 Grey,6,359.94,194.40,54.00
Corse,SV 16xDVD M330 Silver,3,327.00,176.61,54.00
Corse,SV DVD External DVD Burner M200 Grey,10,578.80,312.60,54.00
Corse,Contoso DVD 58 DVD Storage Binder M55 Red,7,97.23,52.50,53.99
Corse,Contoso DVD 58 DVD Storage Binder M55 Black,5,69.45,37.50,53.99
Corse,MGS Hand Games for kids E300 Red,1,5.50,2.70,49.09
Corse,MGS Hand Games for students E400 Yellow,1,6.99,3.43,49.07
Corse,Litware 120mm Blue LED Case Fan E901 Grey,3,29.97,14.70,49.04
Corse,Contoso Single-line phones E10 White,7,69.93,34.30,49.04
Corse,Contoso Touch Stylus Pen E150 Silver,2,19.98,9.80,49.04
Corse,Contoso DVD 38 DVD Storage Binder E25 Red,1,9.99,4.90,49.04
Corse,Contoso Phone Tough Skin Case E140 Pink,1,23.72,11.63,49.03
Corse,"MGS Age of Empires, 2009 E182",4,128.00,62.76,49.03
Corse,Contoso Bright Light battery E20 White,2,53.80,26.38,49.03
Corse,Contoso General Soft Carrying Case E318 Blue,4,59.96,29.40,49.03
Corse,Litware USB Durable Desk Soft Fan E1401 White,1,30.00,14.71,49.03
Corse,MGS Bicycle Casino Games2009 E167,8,256.00,125.52,49.03
Corse,MGS Age of Mythology 2009 E158,10,320.00,156.90,49.03
Corse,Contoso Rubberized Skin BlackBerry E100 White,5,74.95,36.75,49.03
Corse,MGS Kings & Myths: The Age Collection2009 E147,1,43.00,21.08,49.02
Corse,MGS Zoo Tycoon 2008 E142,1,43.00,21.08,49.02
Corse,MGS Age of Empires III 2008 E139,2,86.00,42.16,49.02
Corse,Adventure Works Wall Lamp E2150 White,2,239.98,117.64,49.02
Corse,MGS Dungeon 2007 E141,2,86.00,42.16,49.02
Corse,Contoso Rechargeable Battery Pack E310 Silver,5,349.95,171.55,49.02
Corse,MGS Rise of Nations: Thrones and Patriots2009 E145,7,301.00,147.56,49.02
Corse,MGS Train Simulator E124,1,50.54,24.77,49.01
Corse,Contoso Original K1m Li-Ion Standard Battery E170 White,4,16.24,7.96,49.01
Corse,Adventure Works Desktop PC1.80 ED182 Brown,4,1999.60,980.16,49.01
Corse,Contoso DVD 7-Inch Player Portable E200 Silver,3,329.97,161.73,49.01
Corse,Fabrikam Social Videographer 2/3'' 17mm E100 Black,1,160.00,78.43,49.01
Corse,"Fabrikam Social Videographer 1/3"" 8.5mm E200 Blue",6,1008.00,494.10,49.01
Corse,Litware 20'' Weather-Shield Performance Box Fan E1601 Black,4,119.96,58.80,49.01
Corse,Fabrikam Social videographer 1'' 25mm E400 Black,6,1080.00,529.38,49.01
Corse,SV 40GB USB2.0 Portable Hard Disk E400 Red,1,75.99,37.25,49.01
Corse,A. Datum Consumer Digital Camera E100 Silver,4,1124.00,550.96,49.01
Corse,SV DVD 7-Inch Player Portable E200 White,5,549.95,269.55,49.01
Corse,Fabrikam Microwave 0.8CuFt E0800 Silver,5,474.95,232.80,49.01
Corse,The Phone Company Smart phones without camera E100 Gold,6,774.00,379.38,49.01
Corse,WWI Desktop PC1.80 E1800 Silver,1,229.90,112.69,49.01
Corse,Adventure Works Desktop PC1.80 ED180 White,4,1476.00,723.48,49.01
Corse,SV Car Video TFT7 M7002 Brown,1,319.00,156.36,49.01
Corse,"Adventure Works 15.6"" LCD TV M130W Silver",1,299.99,147.05,49.01
Corse,Proseware Screen 85in E1010 Silver,1,139.00,68.13,49.01
Corse,SV Car Video AM/FM E1001 Brown,4,876.00,429.40,49.01
Corse,"Adventure Works 20"" Analog CRT TV E45 Black",5,1000.00,490.15,49.01
Corse,Litware 20'' Weather-Shield Performance Box Fan E1601 Orange,1,29.99,14.70,49.01
Corse,Adventure Works Laptop12 M1201 White,1,382.95,187.71,49.01
Corse,Litware Home Theater System 2.1 Channel E212 Brown,2,599.80,294.00,49.01
Corse,Adventure Works Desktop PC1.80 ED180 Brown,2,738.00,361.74,49.01
Corse,Fabrikam Refrigerator 1.7CuFt E1200 Orange,2,259.98,127.44,49.01
Corse,Adventure Works LCD19 E108 Black,1,139.00,68.13,49.01
Corse,Fabrikam Laptop8.9 E8002 Red,2,652.00,319.60,49.01
Corse,Adventure Works Coffee Maker 4C E080 Silver,2,259.80,127.34,49.01
Corse,Proseware Screen 80in E1010 White,5,545.00,267.15,49.01
Corse,Contoso Water Heater 1.5GPM E0800 White,2,515.00,252.44,49.01
Corse,WWI 1GBPulse Smart pen E50 Black,5,749.75,367.50,49.01
Corse,WWI Desktop PC1.60 E1600 Red,10,2199.50,1078.10,49.01
Corse,WWI Desktop PC1.80 E1801 Silver,1,269.90,132.30,49.01
Corse,WWI Desktop PC1.80 E1800 White,2,459.80,225.38,49.01
Corse,WWI Desktop PC1.80 E1801 Brown,2,539.80,264.60,49.01
Corse,Contoso 2G MP3 Player E200 Black,2,43.14,21.14,49.00
Corse,MGS MechWarrior 4: Mercenaries E117,6,168.00,82.32,49.00
Corse,Contoso Digital Camera/Camcorder USB Cable E324 White,8,224.00,109.76,49.00
Corse,SV Hand Games for 12-16 boys E60 Black,3,14.94,7.32,48.99
Corse,SV Hand Games for kids E30 Black,2,10.78,5.28,48.97
Drenthe,SV DVD 60 DVD Storage Binder L20 Red,8,183.12,122.48,66.88
Drenthe,Contoso DVD 60 DVD Storage Binder L20 Red,1,22.89,15.31,66.88
Drenthe,MGS Bicycle Board Games X500,4,436.00,291.56,66.87
Drenthe,NT Wireless Transmitter and Bluetooth Headphones M150 Blue,7,1049.93,702.10,66.87
Drenthe,MGS Bicycle Casino Games X700,8,872.00,583.12,66.87
Drenthe,NT Wireless Transmitter and Bluetooth Headphones M150 Black,2,299.98,200.60,66.87
Drenthe,WWI Wireless Transmitter and Bluetooth Headphones X250 Silver,6,1499.94,1002.96,66.86
Drenthe,SV DVD Recorder L200 Black,1,219.00,146.44,66.86
Drenthe,SV Hand Games for Office worker L28 Yellow,3,50.97,34.08,66.86
Drenthe,SV DVD 15-Inch Player Portable L200 White,6,1739.94,1163.46,66.86
Drenthe,"Adventure Works 40"" LCD HDTV M690 White",2,2369.94,1584.74,66.86
Drenthe,SV DVD 14-Inch Player Portable L100 Silver,5,1299.95,869.25,66.86
Drenthe,Fabrikam Trendsetter 1/3'' 8.5mm X200 Grey,3,2994.00,2002.02,66.86
Drenthe,Contoso DVD Recorder L200 Black,2,438.00,292.88,66.86
Drenthe,Proseware High Speed Laser M2000 White,5,1045.00,698.75,66.86
Drenthe,"Fabrikam SLR Camera 35"" X358 Gold",6,2617.20,1750.08,66.86
Drenthe,Fabrikam SLR Camera X150 Green,1,480.50,321.30,66.86
Drenthe,WWI Projector 1080p LCD86 Silver,2,4590.00,3069.24,66.86
Drenthe,Contoso Projector 1080p X980 Silver,1,2295.00,1534.62,66.86
Drenthe,Litware Microwave 1.5CuFt X110 Red,3,1997.82,1335.90,66.86
Drenthe,"Adventure Works 40"" LCD HDTV M690 Black",6,7109.82,4754.22,66.86
Drenthe,SV 22xDVD M600 Black,4,519.60,347.44,66.86
Drenthe,Adventure Works Desktop PC2.33 XD233 Brown,14,13566.00,9071.30,66.86
Drenthe,The Phone Company PDA Phone 4.7 inches L360 Black,1,402.00,268.81,66.86
Drenthe,Contoso Microwave 1.5CuFt X0110 Grey,4,2663.76,1781.20,66.86
Drenthe,Contoso Bluetooth Active Headphones L15 Red,5,649.95,434.60,66.86
Drenthe,Contoso Water Heater 7.2GPM X1800 Grey,1,1475.00,986.30,66.86
Drenthe,A. Datum Super-zoom Digital Camera X300 Azure,3,870.00,581.76,66.86
Drenthe,Contoso Projector 1080p X980 White,1,2295.00,1534.62,66.86
Drenthe,Contoso DVD Recorder L220 White,2,438.00,292.88,66.86
Drenthe,Contoso Wireless Notebook Optical Mouse X205 Blue,2,259.90,173.78,66.86
Drenthe,Adventure Works Desktop PC2.33 XD233 White,11,10659.00,7127.45,66.86
Drenthe,Contoso Water Heater 7.2GPM X1800 Red,1,1475.00,986.30,66.86
Drenthe,Contoso In front of Centrex L15 Grey,1,46.99,31.42,66.86
Drenthe,WWI Laptop19W X0196 White,2,2598.00,1737.24,66.86
Drenthe,SV 22xDVD M600 Silver,4,519.60,347.44,66.86
Drenthe,WWI 4GB Video Recording Pen X200 Black,4,1184.00,791.72,66.86
Drenthe,Fabrikam Laptop19 M9000 Black,1,1099.00,734.88,66.86
Drenthe,WWI Desktop PC2.33 X2330 Black,12,11028.00,7374.24,66.86
Drenthe,The Phone Company PDA Palm 4.7 inch L850 Silver,3,1194.00,798.39,66.86
Drenthe,"The Phone Company Touch Screen Phone 1600 TFT-1.4"" L250 Grey",1,589.00,393.85,66.86
Drenthe,A. Datum Interchangeable lens Non-SLR Digital Camera X250 Black,3,804.00,537.63,66.86
Drenthe,"The Phone Company Touch Screen Phone 1600 TFT-2.2"" L200 Grey",3,1587.00,1061.19,66.86
Drenthe,The Phone Company PDA Phone Unlocked 4.7 inches L550 Black,1,302.00,201.94,66.86
Drenthe,The Phone Company PDA Phone Unlocked 4.7 inches L550 White,2,604.00,403.88,66.86
Drenthe,Contoso Screen 106in M060 Silver,1,251.00,167.84,66.86
Drenthe,Contoso DVD 14-Inch Player Portable L100 White,14,3639.86,2433.90,66.86
Drenthe,Contoso Macro Zoom Lens X300 Silver,8,2932.40,1960.80,66.86
Drenthe,SV DVD 14-Inch Player Portable L100 Black,7,1819.93,1216.95,66.86
Drenthe,WWI 4GB Video Recording Pen X200 Red,3,888.00,593.79,66.86
Drenthe,Contoso Screen 100in E010 Silver,6,1140.00,762.30,66.86
Drenthe,WWI LCD24W X300 White,1,869.00,581.08,66.86
Drenthe,WWI LCD24W X300 Black,8,6952.00,4648.64,66.86
Drenthe,Contoso Washer & Dryer 27in L270 Pink,3,7956.00,5320.02,66.86
Drenthe,WWI Desktop PC2.33 X2330 White,8,7352.00,4916.16,66.86
Drenthe,"A. Datum SLR Camera 35"" X358 Grey",1,588.00,393.18,66.86
Drenthe,WWI 4GB Video Recording Pen X200 Pink,1,296.00,197.93,66.86
Drenthe,WWI Projector 1080p LCD86 Black,1,2295.00,1534.62,66.86
Drenthe,WWI Desktop PC2.33 X2330 Brown,11,10109.00,6759.72,66.86
Drenthe,MGS Hand Games for Office worker L299 Yellow,7,118.23,79.03,66.84
Drenthe,SV Hand Games men M30 Black,3,20.64,11.16,54.06
Drenthe,MGS Hand Games women M400 Red,5,44.95,24.30,54.06
Drenthe,SV Hand Games women M40 Red,7,62.16,33.60,54.05
Drenthe,Contoso DVD 48 DVD Storage Binder M50 Black,4,71.96,38.88,54.03
Drenthe,SV DVD 55DVD Storage Binder M56 Red,11,139.26,75.24,54.02
Drenthe,Contoso DVD 55DVD Storage Binder M56 Silver,1,12.66,6.84,54.02
Drenthe,Contoso DVD 55DVD Storage Binder M56 Red,7,88.62,47.88,54.02
Drenthe,Contoso Waterproof Accessory Handset and Charging Cradle M609 Black,2,45.98,24.84,54.02
Drenthe,SV DVD 55DVD Storage Binder M56 Silver,1,12.66,6.84,54.02
Drenthe,Contoso DVD 55DVD Storage Binder M56 Black,3,37.98,20.52,54.02
Drenthe,SV DVD 55DVD Storage Binder M56 Black,13,164.58,88.92,54.02
Drenthe,WWI Wireless Bluetooth Stereo Headphones M170 White,3,360.00,194.46,54.01
Drenthe,The Phone Company PDA Phone Unlocked 3.7 inches M510 Silver,3,714.00,385.65,54.01
Drenthe,SV 16xDVD M360 Black,1,126.90,68.54,54.01
Drenthe,Contoso Microwave 2.2CuFt M0125 Red,1,199.99,108.02,54.01
Drenthe,The Phone Company PDA Handheld 3.5 inch M610 Black,2,510.00,275.46,54.01
Drenthe,Contoso Optical USB Mouse M45 Black,6,305.94,165.24,54.01
Drenthe,WWI Laptop15.4W M0156 White,8,6064.00,3275.36,54.01
Drenthe,MGS Zoo Tycoon 2: African Adventure M280,5,350.65,189.40,54.01
Drenthe,WWI Wireless Bluetooth Stereo Headphones M270 White,10,1150.00,621.20,54.01
Drenthe,The Phone Company Touch Screen Phones - LCD M12 Grey,3,600.00,324.09,54.01
Drenthe,NT Bluetooth Active Headphones E202 Red,3,113.85,61.50,54.01
Drenthe,Adventure Works Desktop PC2.30 MD230 Black,1,599.00,323.54,54.01
Drenthe,MGS Zoo Tycoon 2: Zookeeper Collection M260,9,631.17,340.92,54.01
Drenthe,Contoso SLR Camera M144 Gold,2,664.00,358.64,54.01
Drenthe,Contoso DVD 12-Inch Player Portable M400 Black,7,1259.93,680.54,54.01
Drenthe,NT Wireless Bluetooth Stereo Headphones E102 Silver,3,143.85,77.70,54.01
Drenthe,The Phone Company Touch Screen Phones SAW/Built-in M801 Black,1,299.00,161.50,54.01
Drenthe,WWI Desktop PC2.30 M2300 Silver,3,1677.00,905.82,54.01
Drenthe,Fabrikam Microwave 1.6CuFt M1250 White,7,1259.93,680.54,54.01
Drenthe,NT Washer & Dryer 25.5in M2550 White,3,5969.70,3224.46,54.01
Drenthe,The Phone Company Touch Screen Phones 5-Wire/On-wall M508 Black,6,1548.00,836.10,54.01
Drenthe,Adventure Works Desktop PC2.30 MD230 Brown,3,1799.70,972.09,54.01
Drenthe,WWI Desktop PC2.30 M2300 Black,6,3354.00,1811.64,54.01
Drenthe,MGS Halo 2 for Windows Vista M220,2,140.26,75.76,54.01
Drenthe,WWI Wireless Bluetooth Stereo Headphones M270 Pink,12,1380.00,745.44,54.01
Drenthe,Contoso Water Heater 4.3GPM M1250 Red,2,1755.00,947.94,54.01
Drenthe,NT Bluetooth Active Headphones E202 White,2,75.90,41.00,54.01
Drenthe,Fabrikam SLR Camera M147 Grey,7,2338.00,1262.87,54.01
Drenthe,Contoso Touch Screen Phones Capacitive M908 Black,1,308.00,166.36,54.01
Drenthe,Adventure Works Desktop PC2.30 MD230 White,7,4193.00,2264.78,54.01
Drenthe,Adventure Works LCD19W M100 Black,2,358.00,193.36,54.01
Drenthe,Contoso Touch Screen Phones 5-Wire/Built-in M500 Black,9,2304.00,1244.43,54.01
Drenthe,The Phone Company Touch Screen Phones 5-Wire/Built-in M500 Gold,7,1792.00,967.89,54.01
Drenthe,Contoso Home Theater System 5.1 Channel M1500 Silver,8,3432.00,1853.76,54.01
Drenthe,"Fabrikam SLR Camera 35"" M358 Silver",2,656.00,354.32,54.01
Drenthe,Proseware Ink Jet Instant PDF Sheet-Fed Scanner M300 Black,5,800.00,432.10,54.01
Drenthe,The Phone Company Touch Screen Phones SAW/Built-in M801 Grey,3,897.00,484.50,54.01
Drenthe,A. Datum Consumer Digital Camera M300 Azure,1,184.50,99.66,54.01
Drenthe,WWI Stereo Bluetooth Headphones New Generation M370 White,4,531.96,287.32,54.01
Drenthe,Contoso 2-Line Corded Cordless Telephone M202 Black,2,57.98,31.32,54.01
Drenthe,WWI Wireless Bluetooth Stereo Headphones M170 Black,7,840.00,453.74,54.01
Drenthe,Contoso Lens Adapter M450 Grey,4,272.00,146.92,54.01
Drenthe,Proseware Ink Jet Wireless All-In-One Printer M400 Grey,6,774.00,418.08,54.01
Drenthe,WWI Desktop PC3.0 M0300 Black,2,698.00,377.02,54.01
Drenthe,Contoso DVD 12-Inch Player Portable M400 Silver,12,2159.88,1166.64,54.01
Drenthe,The Phone Company PDA Handheld 3.5 inch M610 Silver,1,255.00,137.73,54.01
Drenthe,Contoso Finger Touch Screen Phones M30 Black,11,2189.00,1182.39,54.01
Drenthe,A. Datum Ultra Compact Digital Camera M190 Azure,1,165.00,89.12,54.01
Drenthe,SV 16xDVD M360 Silver,5,634.50,342.70,54.01
Drenthe,Proseware Office Jet Wireless All-in-One Inkjet Printer M600 Black,9,1710.00,923.67,54.01
Drenthe,Adventure Works Laptop16 M1601 Red,3,1797.00,970.62,54.01
Drenthe,WWI 2GB Spy Video Recorder Pen M300 Silver,5,905.00,488.80,54.01
Drenthe,The Phone Company Touch Screen Phones Infrared M901 Black,1,300.00,162.04,54.01
Drenthe,Proseware Screen 100in M1609 Black,2,380.00,205.26,54.01
Drenthe,The Phone Company Smart phones Expert M400 Gold,5,1500.00,810.20,54.01
Drenthe,A. Datum SLR Camera M135 Black,7,2184.00,1179.64,54.01
Drenthe,WWI 2GB Spy Video Recorder Pen M300 Blue,7,1267.00,684.32,54.01
Drenthe,Proseware Screen 106in M1609 Black,10,2510.00,1355.70,54.01
Drenthe,Litware Microwave 1.6CuFt M125 Silver,3,539.97,291.66,54.01
Drenthe,WWI 2GB Pulse Smart pen M100 Black,5,999.75,540.00,54.01
Drenthe,Contoso Air conditioner 8000BTU M0320 White,1,399.99,216.05,54.01
Drenthe,Proseware Wireless Photo All-in-One Printer M390 White,2,376.00,203.10,54.01
Drenthe,Contoso SLR Camera M144 Silver Grey,1,332.00,179.32,54.01
Drenthe,"Adventure Works 19"" Portable LCD HDTV M110 Black",10,2799.90,1512.30,54.01
Drenthe,Proseware Photo Ink Jet Printer M100 Black,8,1272.00,687.04,54.01
Drenthe,Proseware Floor Lamp M0215 Black,3,1017.00,549.33,54.01
Drenthe,Contoso Water Heater 4.0GPM M1250 Red,2,1582.00,854.50,54.01
Drenthe,The Phone Company Smart phones Unlocked International M800 Grey,7,2170.00,1172.08,54.01
Drenthe,WWI Desktop PC2.30 M2300 Brown,1,559.00,301.94,54.01
Drenthe,SV 16xDVD M320 Black,1,119.00,64.28,54.01
Drenthe,The Phone Company Sharp Touch Screen Phones M910 Gold,2,602.00,325.16,54.01
Drenthe,"Adventure Works 37"" 1080p LCD HDTV M150W White",7,7699.93,4158.98,54.01
Drenthe,"Adventure Works 26"" 720p LCD HDTV M140 Black",5,2349.85,1269.25,54.01
Drenthe,NT Wireless Bluetooth Stereo Headphones M402 Silver,6,599.94,324.06,54.01
Drenthe,Fabrikam Laptop14.1 M4100 White,2,1172.00,633.04,54.01
Drenthe,WWI Stereo Bluetooth Headphones New Generation M370 Yellow,4,531.96,287.32,54.01
Drenthe,Adventure Works Floor Lamp M2150 Blue,1,339.00,183.11,54.01
Drenthe,NT Wireless Bluetooth Stereo Headphones M402 Black,4,399.96,216.04,54.01
Drenthe,Contoso Water Heater 4.3GPM M1250 White,10,8775.00,4739.70,54.01
Drenthe,The Phone Company Smart phones 8 GB of Memory M400 Gold,3,807.00,435.90,54.01
Drenthe,Contoso Projector 720p M621 White,3,2997.00,1618.80,54.01
