product_1,product_2,times_bought_together,combined_revenue
478,1621,1,717.97
1484,1632,1,369.91
1077,1736,1,4004.00
1704,2501,1,78.15
1422,417,1,1499.00
1591,1602,1,577.95
1543,1667,1,407.50
1108,64,1,1439.00
155,1514,1,2187.94
1253,1662,1,26.98
1606,165,1,3853.99
1563,771,1,1671.60
456,451,1,1118.00
667,1671,1,1349.96
1458,82,1,1640.55
64,97,1,1153.40
2132,1236,1,784.00
59,429,1,1511.80
132,428,1,3107.00
831,1596,1,57.88
1458,1255,1,459.97
457,442,1,979.70
968,777,1,1350.00
1990,228,1,1339.76
2114,1063,1,933.50
1622,1663,1,1115.67
1379,353,1,407.90
451,927,1,1778.97
993,1750,1,1841.00
1670,58,1,1118.97
135,1580,1,787.95
166,434,1,1916.00
1688,1533,1,1503.88
892,59,1,743.98
1584,1476,1,2085.93
1861,325,1,8492.50
1768,437,1,2737.50
424,1541,1,2603.85
826,714,1,801.00
690,1413,1,2493.00
1435,921,1,586.95
1274,33,1,921.39
338,2102,1,5945.00
487,733,1,335.00
99,187,1,749.70
1702,2455,1,36.98
453,748,1,473.30
1380,1615,1,394.99
1590,1465,1,244.78
2151,98,1,369.90
93,1639,1,204.73
445,1705,1,572.76
1310,1949,1,2015.93
1994,1586,1,512.93
63,300,1,1524.00
1642,1587,1,191.63
458,1610,1,2878.98
93,1040,1,535.00
2393,756,1,489.69
1631,1773,1,217.62
428,1147,1,4531.00
474,1329,1,216.93
1596,2257,1,242.65
1444,2383,1,2137.97
43,1658,1,915.98
91,1625,1,587.99
1424,440,1,639.90
1487,1280,1,1157.94
1007,1043,1,2379.00
1647,4,1,223.13
1486,1554,1,2662.00
1670,1517,1,809.99
1784,1586,1,240.32
1178,116,1,1677.96
1458,1636,1,625.32
20,1308,1,330.00
459,1631,1,1644.72
963,94,1,670.80
1690,433,1,2923.99
1514,474,1,502.00
2111,1428,1,2900.50
1448,74,1,995.70
2046,1615,1,999.95
113,1612,1,1509.92
125,123,1,566.79
58,1666,1,345.78
1548,1578,1,2284.00
101,1647,1,1979.91
455,521,1,2615.00
1664,415,1,370.95
84,1617,1,489.93
1580,1622,1,1752.00
1601,1704,1,173.97
147,97,1,5867.38
1565,187,1,774.60
1281,2493,1,114.95
927,1549,1,422.99
1699,1573,1,277.24
115,1535,1,2839.94
2114,1352,1,841.47
106,2016,1,951.93
1441,1609,1,659.99
27,1438,1,1269.80
1674,347,1,634.93
1765,195,1,1876.80
1625,520,1,2212.00
1122,2510,1,672.12
1609,1581,1,2531.97
1619,1662,1,101.93
1317,1652,1,205.97
63,1491,1,953.00
1637,455,1,2774.99
1190,427,1,1294.00
1950,1635,1,175.77
442,2084,1,1984.29
1675,1469,1,1406.89
2090,1683,1,1509.93
1631,1453,1,2152.62
1679,1435,1,2952.00
610,2094,1,1139.00
440,1411,1,755.95
2513,1770,1,293.98
1380,2451,1,143.98
99,1775,1,661.00
1613,1628,1,357.75
1083,299,1,955.00
1438,1410,1,1210.00
1652,1614,1,3519.84
169,2119,1,1498.00
975,41,1,1552.00
101,1515,1,940.00
1012,337,1,923.00
1648,435,1,1299.78
102,54,1,1233.00
978,1543,1,1094.00
168,1382,1,138.99
1575,55,1,652.99
87,2056,1,299.98
1946,167,1,968.00
96,172,1,303.80
2098,180,1,1154.00
1380,46,1,491.85
1745,1425,1,3501.00
120,1635,1,502.85
601,182,1,1517.00
742,656,1,1234.00
1254,1703,1,77.71
65,1663,1,563.67
424,1682,1,1673.64
74,1637,1,145.89
130,1696,1,535.92
418,1633,1,283.84
1441,2118,1,1735.00
762,1488,1,2733.90
421,1013,1,2086.00
1989,441,1,2481.38
1519,1681,1,2176.89
59,1698,1,318.99
2103,2439,1,517.99
110,1608,1,884.93
577,97,1,766.40
1158,319,1,3298.00
97,359,1,1741.60
1774,168,1,301.00
2059,1403,1,789.70
1451,842,1,562.90
807,2499,1,106.86
1335,1628,1,108.16
18,441,1,339.85
1269,968,1,473.72
1597,1625,1,276.88
88,482,1,2094.92
315,1765,1,2594.20
1128,1264,1,766.98
2068,376,1,782.93
1633,1626,1,1616.34
1606,347,1,3675.99
1600,70,1,249.68
182,1527,1,1995.00
1616,1647,1,236.98
1020,1458,1,490.00
1429,1630,1,311.89
433,168,1,4263.00
100,1581,1,939.00
1668,1522,1,393.98
1741,620,1,386.00
52,1656,1,1359.84
1319,1698,1,75.96
359,449,1,1085.00
112,322,1,2094.99
1704,1616,1,298.93
2145,428,1,7692.30
614,1537,1,3102.00
1617,1585,1,103.77
1566,1573,1,649.98
2491,1653,1,319.94
919,1629,1,23.78
1690,150,1,1218.95
1539,1674,1,964.95
2489,259,1,2033.96
739,1016,1,916.00
1437,1472,1,1115.00
2406,1373,1,1403.49
1667,359,1,2219.00
1180,967,1,4988.50
1705,459,1,276.78
89,1618,1,653.92
812,127,1,1160.15
2097,354,1,5053.65
1155,1446,1,5365.00
1969,1558,1,10739.97
1950,176,1,256.89
326,1576,1,909.99
167,1314,1,274.00
113,422,1,4125.99
1145,84,1,4627.99
1583,1535,1,845.67
549,1643,1,648.52
127,2078,1,1242.19
1457,1215,1,1105.00
1770,1741,1,226.00
46,1061,1,737.95
161,1450,1,2208.20
152,395,1,5065.88
1305,442,1,2295.20
78,565,1,3079.85
57,1723,1,1048.00
1584,1650,1,359.92
1614,470,1,1428.95
1584,1610,1,919.92
2169,1174,1,2985.60
1042,2502,1,603.99
430,516,1,2249.60
57,645,1,1460.00
531,452,1,1338.85
60,70,1,455.85
153,1684,1,1964.33
1666,65,1,955.67
1629,1582,1,135.92
1671,420,1,3509.28
1647,858,1,329.74
1493,1333,1,839.99
451,1490,1,688.00
967,1660,1,478.49
969,51,1,593.75
1216,1694,1,4357.76
457,677,1,913.90
1347,296,1,924.00
503,451,1,3575.00
491,2496,1,1247.99
352,1826,1,1120.00
2037,2514,1,5051.55
1533,1775,1,899.00
1445,2228,1,2303.90
648,1411,1,426.00
137,2228,1,1139.59
1920,1569,1,1156.98
1601,1614,1,999.95
57,303,1,2763.00
1439,1386,1,709.96
2106,1654,1,2437.44
109,120,1,638.95
2511,1645,1,479.28
1675,1576,1,52.75
1420,2106,1,4025.50
1550,25,1,1239.80
101,104,1,1040.00
1233,2492,1,5442.93
1673,1112,1,667.00
94,68,1,144.47
470,1635,1,561.78
2006,2118,1,1429.99
782,85,1,138.84
1554,902,1,342.00
758,931,1,82.90
84,544,1,698.98
449,138,1,3244.97
1629,1412,1,298.99
1493,751,1,1894.50
1134,451,1,1996.00
2389,435,1,2269.59
56,393,1,1487.00
106,109,1,797.94
854,65,1,491.00
156,2494,1,3768.58
2287,418,1,2303.95
53,2091,1,7612.00
2133,1465,1,527.90
75,325,1,3644.80
112,1674,1,756.96
1241,605,1,2692.00
1706,1068,1,3424.88
602,1606,1,7113.93
442,1055,1,2903.30
1180,1607,1,11379.99
669,2489,1,766.99
138,2121,1,889.69
1726,107,1,300.99
460,356,1,1513.60
1608,425,1,1397.94
1095,1146,1,6579.00
416,1555,1,1337.00
1927,159,1,17299.90
1529,2388,1,1984.99
79,1481,1,768.10
451,1813,1,1150.00
450,1016,1,3053.00
733,1213,1,656.00
1075,1268,1,2753.96
1584,447,1,519.74
1586,1002,1,160.66
1623,416,1,2502.00
2114,2098,1,1788.50
1749,734,1,803.00
345,1484,1,1739.00
1695,1414,1,285.88
1476,351,1,1536.00
1662,72,1,150.84
2496,901,1,229.99
1656,1478,1,1979.97
1575,1653,1,341.96
1620,163,1,1653.19
1584,1733,1,101.15
1728,1645,1,217.48
166,1703,1,394.73
2103,71,1,603.90
440,1617,1,277.94
1924,1632,1,1817.93
416,1714,1,5884.13
141,47,1,1049.74
2489,1447,1,2137.97
1191,881,1,545.00
323,163,1,2330.20
1415,152,1,9194.79
1794,56,1,2201.00
1556,1716,1,2730.91
1547,1613,1,474.98
120,1955,1,1079.95
1489,519,1,6191.00
1430,632,1,1634.00
1861,114,1,6249.45
1496,146,1,9275.97
2109,784,1,1079.50
1425,1749,1,1821.00
184,1383,1,361.95
903,1668,1,234.96
1445,279,1,567.00
312,1638,1,272.89
1541,1465,1,3187.00
550,1706,1,253.52
1579,1997,1,758.97
322,1478,1,2445.00
1741,1708,1,448.52
147,1781,1,6100.98
46,2385,1,729.89
338,402,1,7494.00
1443,927,1,1279.97
448,1459,1,1051.80
83,431,1,668.97
1965,2105,1,9840.00
697,1988,1,863.94
7,25,1,421.37
85,724,1,425.99
2095,1308,1,1531.00
75,452,1,2237.45
1672,1429,1,305.89
1666,1768,1,101.78
779,100,1,199.80
1186,1726,1,4692.00
641,1069,1,2517.00
2101,1629,1,2642.49
1552,564,1,7784.00
2128,847,1,1696.80
1630,1572,1,103.77
2345,427,1,1627.97
432,104,1,3344.40
2132,2056,1,348.99
1614,2455,1,319.96
1263,1619,1,189.97
1778,1986,1,268.99
67,1427,1,332.76
2089,1584,1,347.41
1648,1755,1,394.87
1591,1656,1,345.30
457,926,1,443.88
66,179,1,536.83
1663,1575,1,494.81
1428,2011,1,735.98
531,624,1,4094.00
440,975,1,1649.70
1667,91,1,460.97
1513,370,1,920.95
417,1319,1,1220.99
632,1625,1,1234.00
1558,1617,1,553.97
429,552,1,6797.70
930,2506,1,174.69
1499,348,1,2756.00
1636,1407,1,107.96
15,356,1,3061.30
140,423,1,2197.98
1599,114,1,673.62
1515,1533,1,529.00
320,75,1,1511.85
1109,1512,1,1828.40
1131,1633,1,683.78
58,94,1,560.40
2089,1564,1,2921.50
1434,281,1,2935.00
159,1223,1,6519.97
133,1817,1,1177.85
143,144,1,4199.86
2085,1444,1,1935.00
981,2176,1,3488.50
1581,1540,1,2119.00
1533,424,1,1677.80
627,52,1,3593.85
434,95,1,1265.40
1652,409,1,1337.98
1329,1227,1,2997.98
2224,375,1,1773.00
108,2286,1,2040.96
1621,1607,1,823.88
1403,433,1,5908.88
1586,2511,1,129.70
603,1591,1,470.66
2248,250,1,797.50
1531,128,1,1064.80
54,236,1,6804.00
1467,1626,1,2819.00
1815,1434,1,300.00
614,130,1,1599.00
446,1274,1,1348.97
566,1699,1,1040.28
396,1476,1,3462.00
1588,56,1,2085.89
2477,960,1,1542.00
1511,1232,1,3150.00
353,1735,1,468.90
159,2105,1,5149.98
1578,774,1,891.50
1572,1451,1,593.99
1651,1589,1,509.94
1948,1500,1,1286.97
2097,1496,1,5180.00
1601,1610,1,609.97
1652,2005,1,379.97
416,152,1,6029.97
172,1619,1,757.93
528,1594,1,918.90
1671,2078,1,194.97
2515,687,1,1071.80
462,386,1,10401.00
202,1236,1,2255.00
93,2489,1,164.78
144,153,1,1069.95
1790,1068,1,599.00
127,1817,1,701.60
459,1597,1,385.66
1404,1113,1,469.19
286,1602,1,2435.94
111,309,1,2995.96
1820,1754,1,363.00
1600,454,1,1253.24
1443,49,1,1788.70
100,423,1,4313.00
2086,1505,1,3970.00
1708,1479,1,1660.78
1374,632,1,283.00
590,1705,1,1012.76
2121,62,1,802.80
2033,1446,1,1046.99
449,79,1,430.10
415,1659,1,845.98
2509,1688,1,12.94
605,1633,1,2308.89
944,1437,1,1500.00
183,141,1,517.99
82,1423,1,418.55
2517,1443,1,2948.35
377,1607,1,5452.93
53,1722,1,408.00
1632,464,1,3448.97
1411,533,1,2166.00
1317,1684,1,42.87
162,553,1,10757.00
59,179,1,1568.00
1118,91,1,633.98
1446,2252,1,608.80
1303,84,1,979.94
579,973,1,658.00
440,93,1,354.75
1430,1626,1,1634.00
416,1536,1,3130.00
1586,1860,1,3250.44
297,273,1,3180.00
1656,1427,1,1929.98
1660,348,1,7111.99
2515,68,1,183.18
903,62,1,1523.99
417,215,1,2366.00
1813,78,1,307.30
539,610,1,13879.00
1792,507,1,1597.00
967,1483,1,1641.50
712,2031,1,2363.88
354,447,1,3217.95
2141,441,1,6315.14
418,455,1,5025.75
1695,654,1,138.96
426,1254,1,1539.68
1458,2403,1,509.99
1446,1618,1,984.98
190,174,1,243.70
514,1399,1,167.97
1292,1578,1,1975.65
159,1251,1,4459.95
111,52,1,899.88
1278,1694,1,50.51
2460,851,1,1123.94
1648,526,1,587.97
52,455,1,2118.70
513,420,1,1697.70
628,2094,1,2664.50
453,2185,1,1312.50
539,79,1,9261.10
453,83,1,1579.38
1054,524,1,2634.00
1187,648,1,1779.00
1691,1459,1,1328.51
2489,2136,1,2239.99
430,1782,1,355.95
1761,2437,1,281.75
550,1558,1,869.00
107,1567,1,3377.98
372,122,1,3673.95
746,436,1,1173.00
2359,1693,1,613.74
1433,1631,1,1257.32
1606,550,1,595.99
51,884,1,649.95
444,451,1,7191.00
1561,1486,1,2994.00
1690,2108,1,1591.96
442,1040,1,1529.80
579,1801,1,980.00
1585,1709,1,208.93
292,1767,1,636.00
1688,639,1,1862.64
1297,1042,1,644.00
1608,435,1,2539.54
456,208,1,3953.00
1169,1547,1,3906.00
991,2059,1,835.97
2041,1585,1,145.77
816,789,1,41.40
607,417,1,2048.00
2352,1456,1,2702.94
1811,1496,1,1536.00
705,1261,1,769.98
1994,446,1,849.83
1698,1488,1,369.90
84,1678,1,501.30
105,1607,1,949.96
1661,721,1,253.50
354,1641,1,2003.37
1014,556,1,1127.00
1648,1621,1,122.98
1669,2,1,47.44
2186,1609,1,2228.92
1774,1813,1,493.00
1669,2045,1,248.89
1660,329,1,3559.97
1485,1472,1,1894.00
415,900,1,370.00
1729,2041,1,355.34
679,2503,1,205.95
434,632,1,1337.00
633,1535,1,7689.00
1667,1429,1,605.50
458,2183,1,975.89
711,538,1,507.00
156,2009,1,2199.87
1012,590,1,1395.00
444,610,1,6651.00
1576,1572,1,96.96
597,523,1,417.00
422,1668,1,2927.97
441,1635,1,551.36
1769,1578,1,978.00
1725,1737,1,420.00
1281,1809,1,187.96
1637,1586,1,178.57
1648,1607,1,909.93
2466,1528,1,754.00
1392,1356,1,301.92
508,72,1,1538.85
1233,1067,1,5944.00
1231,1573,1,10558.99
923,2106,1,1758.98
1613,2172,1,774.97
1320,124,1,2040.90
1622,1630,1,529.56
424,161,1,5046.55
531,4,1,765.28
2488,373,1,666.99
1236,202,1,2255.00
1138,1163,1,1241.90
1414,1419,1,514.00
1176,460,1,4499.50
1671,1413,1,303.99
973,71,1,943.85
2016,75,1,215.89
1549,152,1,6702.85
1137,1350,1,885.39
74,1895,1,11268.90
146,60,1,9167.97
1607,1263,1,249.98
1852,1345,1,21245.20
448,1075,1,877.80
22,56,1,1614.00
1993,1978,1,799.96
447,1707,1,300.03
2491,2110,1,5949.98
1621,1615,1,670.91
603,2089,1,486.50
1255,1142,1,1627.57
558,1067,1,2626.00
1607,1050,1,1931.91
1675,1612,1,567.53
1675,151,1,1191.86
1677,2247,1,1724.94
1420,152,1,6322.85
116,1426,1,758.99
97,1146,1,700.40
1675,916,1,1087.78
1440,66,1,240.38
446,364,1,2354.65
431,280,1,5135.00
1481,132,1,1229.00
1597,1530,1,1029.52
1676,1723,1,129.98
489,451,1,3055.00
1582,1609,1,277.98
53,1455,1,3250.00
1646,1653,1,269.98
1612,2089,1,1312.47
417,2065,1,5590.98
1697,395,1,689.73
681,91,1,1412.93
427,125,1,612.40
969,1113,1,1223.80
405,1516,1,6333.00
226,1691,1,940.12
1816,1630,1,118.89
1434,1450,1,1688.00
999,51,1,1861.65
1077,1654,1,827.99
1880,1541,1,1898.00
1868,1647,1,6506.97
1497,2517,1,1608.70
456,429,1,3953.90
1787,1495,1,503.00
1447,1607,1,478.99
103,2054,1,894.93
540,1277,1,2863.91
1401,416,1,6823.19
1580,661,1,1122.00
1340,583,1,1799.57
1119,2172,1,1429.00
2156,1632,1,500.97
424,655,1,699.90
104,1394,1,264.97
1515,1264,1,599.98
1425,416,1,3436.00
2497,434,1,1846.95
1628,1653,1,233.87
2103,460,1,1615.80
1930,94,1,1004.38
1385,1840,1,1805.91
71,1485,1,603.85
1660,422,1,2517.98
1717,850,1,1022.84
177,1641,1,107.54
2074,445,1,1358.96
1600,656,1,215.88
451,944,1,688.00
1376,1641,1,106.96
1035,1278,1,1183.96
1412,1726,1,1613.00
1594,1670,1,54.94
1789,33,1,553.00
1178,1251,1,1177.97
1613,425,1,2653.96
2512,438,1,5114.96
1359,1566,1,574.99
616,95,1,2333.00
74,460,1,1013.55
2137,1483,1,758.00
2500,433,1,7918.04
1667,1592,1,131.43
794,978,1,941.40
1195,1701,1,1999.86
2502,1319,1,147.93
1433,1812,1,988.00
2507,74,1,118.59
1765,1028,1,2441.40
1507,1742,1,323.00
1618,1755,1,365.76
959,101,1,760.00
1618,38,1,1854.37
2118,2006,1,1429.99
2144,1446,1,1165.00
364,1635,1,405.84
1595,1674,1,75.66
1959,450,1,1412.00
2093,1134,1,3249.00
983,1218,1,1472.90
1700,1861,1,7043.70
2149,1289,1,1112.92
1625,445,1,4351.00
432,311,1,3557.40
61,424,1,1355.95
348,1499,1,2756.00
551,70,1,2438.85
2392,1638,1,1303.86
146,1998,1,9679.90
1683,1690,1,43.96
1697,2223,1,2383.78
1289,434,1,6067.99
125,2165,1,1635.38
1659,1443,1,4382.99
2382,434,1,708.99
70,54,1,1031.85
1371,954,1,846.57
62,1695,1,562.92
1583,475,1,874.56
1575,453,1,351.88
90,1622,1,1268.93
1395,305,1,1366.97
2506,1584,1,48.93
2488,116,1,524.96
981,1653,1,1712.43
1976,61,1,3777.00
356,460,1,1513.60
1200,1156,1,16000.00
147,1708,1,6220.76
17,441,1,1799.20
1086,1647,1,843.97
179,977,1,1042.00
1580,438,1,2495.00
1977,1585,1,1501.89
1636,965,1,855.66
1637,1511,1,493.98
2508,2513,1,144.21
375,1455,1,3785.00
75,2106,1,1944.75
370,1387,1,823.88
1667,737,1,197.50
1571,1564,1,1378.97
1598,1384,1,108.85
430,1597,1,1253.44
2184,478,1,2459.00
540,132,1,5398.00
927,163,1,6572.74
434,1732,1,1342.90
1456,1606,1,1843.96
1809,178,1,460.00
135,50,1,2549.55
1319,296,1,799.99
2514,259,1,2103.99
2441,499,1,118.98
89,2164,1,5249.98
1584,1533,1,1504.99
2033,2511,1,384.34
2090,376,1,3332.95
1588,435,1,1363.64
2111,154,1,1817.44
1664,1580,1,965.90
1423,473,1,307.00
406,570,1,681.95
453,298,1,2536.30
444,1524,1,1249.00
1420,1652,1,1174.99
1595,1617,1,196.86
1745,372,1,4553.00
1621,1753,1,483.97
1289,451,1,1429.96
1637,1928,1,3775.90
967,418,1,1538.25
1518,2030,1,1184.97
517,1956,1,8579.97
83,117,1,809.94
418,661,1,1865.95
1637,1698,1,60.96
51,1476,1,1951.80
2076,1650,1,2419.87
2132,419,1,2881.00
1287,1773,1,120.99
2501,845,1,77.52
108,1644,1,514.73
1408,1807,1,1619.00
916,2424,1,218.99
1748,57,1,421.00
140,1595,1,3614.38
1491,1416,1,2764.00
2094,1177,1,5798.50
1613,444,1,2057.98
103,7,1,402.56
136,1261,1,2136.69
661,1661,1,695.00
1171,1010,1,1215.70
480,1606,1,1435.98
330,521,1,3976.00
2514,451,1,948.97
1697,437,1,516.07
105,1238,1,1521.00
1541,1375,1,682.00
1480,429,1,2528.60
58,1063,1,988.00
489,1670,1,845.97
442,1036,1,823.40
73,70,1,287.70
568,1000,1,886.00
2275,120,1,833.92
1600,440,1,451.47
451,1023,1,1495.00
176,504,1,2118.70
1064,443,1,2372.00
1803,2098,1,3588.00
433,986,1,1743.00
158,449,1,3595.98
1333,1645,1,280.71
1561,1429,1,691.00
1566,1701,1,275.96
2129,93,1,2440.17
976,98,1,788.00
1639,1458,1,829.97
1503,97,1,1076.60
1822,1790,1,257.00
259,1417,1,4301.00
2511,1266,1,507.72
331,1647,1,1572.99
944,1532,1,409.00
1581,1705,1,1539.88
468,1699,1,1273.64
177,1585,1,489.86
1427,425,1,1428.00
53,191,1,2698.00
1583,1804,1,137.67
434,2099,1,2312.00
1675,1543,1,817.78
1441,1641,1,688.62
430,1594,1,349.87
66,60,1,726.76
161,1703,1,11150.79
1660,2314,1,529.97
2183,410,1,7819.93
288,688,1,317.00
1613,356,1,1590.68
1170,442,1,2075.70
1584,466,1,886.95
518,1638,1,882.89
1505,2505,1,929.99
547,1526,1,1480.00
2264,441,1,2337.60
421,355,1,2497.50
1492,29,1,2709.00
1059,1705,1,344.88
58,522,1,714.00
1048,2053,1,1907.98
992,1699,1,296.88
1101,1692,1,2278.99
1634,1513,1,547.99
1366,1194,1,698.98
1093,443,1,1834.00
2494,1502,1,1690.64
1616,1662,1,191.94
1911,850,1,2171.70
515,141,1,1258.96
1601,2188,1,4394.92
1443,1673,1,1783.50
1986,2022,1,839.94
2285,1856,1,5059.48
633,556,1,10877.00
347,1408,1,1644.00
1710,2083,1,1070.03
742,44,1,566.00
651,1418,1,702.00
1554,590,1,4294.00
1605,522,1,1695.98
1653,210,1,1257.94
473,1596,1,585.94
1277,451,1,663.26
449,993,1,2026.00
1312,1573,1,1465.96
632,1791,1,718.00
1328,1456,1,3359.93
1647,1604,1,699.97
1580,1288,1,953.99
2513,1428,1,665.99
296,1572,1,950.97
442,71,1,365.80
446,88,1,2209.57
976,154,1,1033.97
1625,1571,1,713.99
425,2002,1,1306.99
1234,50,1,2767.95
2494,1669,1,79.65
451,385,1,2655.00
1682,113,1,276.96
2098,1210,1,3088.00
1535,1506,1,3296.00
1410,2144,1,1137.00
1698,1036,1,198.48
81,66,1,117.62
32,58,1,1941.00
419,1625,1,2502.00
1688,140,1,1526.61
106,1413,1,1029.99
1514,1651,1,1535.93
2359,2098,1,3439.97
1803,1515,1,492.00
1441,1668,1,606.99
1485,348,1,1746.00
1970,1960,1,2998.93
998,1514,1,1020.00
2116,1502,1,13678.00
1427,1649,1,2309.92
1601,2501,1,503.69
1470,1675,1,264.89
1297,1175,1,1280.00
1486,1388,1,452.95
106,1669,1,153.66
2505,1646,1,489.96
2517,116,1,176.69
1452,683,1,422.00
1497,1197,1,4155.00
2494,418,1,815.73
425,726,1,1401.00
1200,157,1,2099.99
1098,2137,1,2153.00
2490,1638,1,58.86
1336,2452,1,267.56
1660,2470,1,931.95
58,563,1,2607.00
1621,590,1,4008.99
1744,1690,1,146.93
1202,450,1,2915.00
1715,412,1,906.16
1262,2002,1,421.93
1923,1583,1,506.89
1168,1242,1,2038.00
427,1599,1,1111.64
451,1650,1,5673.92
2496,90,1,609.95
2303,428,1,1986.00
174,1470,1,388.80
1459,535,1,947.00
1401,555,1,767.38
65,1182,1,4861.00
2093,2098,1,4572.00
1481,35,1,516.85
2013,877,1,2127.77
1283,1681,1,31.88
1630,130,1,445.78
443,1580,1,1704.00
1422,1767,1,2209.00
1599,1673,1,96.38
537,1536,1,1708.00
1914,115,1,1629.93
1495,138,1,2149.98
515,457,1,1158.75
476,1553,1,1137.00
1584,2092,1,820.97
1577,1415,1,2133.00
932,78,1,136.10
1705,428,1,1951.76
1805,937,1,271.00
810,459,1,1429.30
708,757,1,183.90
425,1364,1,395.99
1509,22,1,1064.00
1629,1540,1,429.95
85,952,1,768.96
1106,451,1,1762.00
1688,1518,1,1217.76
1562,77,1,351.85
2129,1715,1,5572.58
227,1572,1,754.98
1432,81,1,1281.10
1604,669,1,707.98
408,134,1,3615.70
1951,965,1,17123.95
47,404,1,3197.80
1030,443,1,1639.00
436,1828,1,2727.00
1823,491,1,1921.00
190,1826,1,380.50
2080,976,1,1387.94
86,1241,1,6947.99
1115,1261,1,475.96
1662,1870,1,6416.97
1522,1627,1,433.97
431,75,1,1296.75
1470,1677,1,1165.99
55,876,1,555.90
2095,1710,1,1895.78
432,219,1,4798.20
1478,322,1,2445.00
39,917,1,478.23
1812,1529,1,383.00
447,2015,1,409.89
568,424,1,3386.65
1469,1386,1,361.94
1501,1831,1,2227.00
89,2108,1,657.99
1724,435,1,2123.70
157,1552,1,5687.97
2345,1414,1,997.99
2137,1405,1,433.97
945,634,1,20192.00
1694,1457,1,395.76
1033,436,1,1643.00
1543,419,1,2280.00
1453,778,1,270.95
20,1446,1,1227.00
100,1049,1,948.00
1443,2090,1,4420.00
1179,1543,1,6106.00
440,1691,1,2006.50
125,2507,1,148.14
1617,1429,1,809.96
1275,118,1,1516.31
1528,1645,1,359.88
985,2080,1,430.99
1580,437,1,1875.80
601,617,1,1857.00
2127,381,1,1787.70
1623,969,1,1400.40
1197,48,1,2027.90
1080,1616,1,4046.97
1483,1481,1,498.00
2091,1556,1,2035.00
446,1061,1,1247.85
342,406,1,2945.85
1636,1824,1,191.30
436,559,1,1860.00
1684,979,1,595.78
104,1357,1,656.92
1654,2180,1,817.98
1468,885,1,639.00
22,1643,1,517.76
66,1391,1,117.06
422,539,1,17034.00
1349,1648,1,229.97
40,1419,1,1671.69
715,1569,1,1344.00
7,1659,1,2014.06
1547,1169,1,3906.00
1437,1629,1,208.99
2085,1829,1,6243.00
86,1444,1,989.97
451,92,1,1717.96
1223,1607,1,3399.99
555,2085,1,4654.00
717,1319,1,163.98
1755,1601,1,704.86
1824,82,1,168.55
611,885,1,23100.00
1782,94,1,533.40
1806,1655,1,675.98
451,1390,1,597.99
2481,1737,1,630.00
800,1251,1,269.91
412,1696,1,1165.84
1617,820,1,108.99
2489,1179,1,3979.96
1702,806,1,66.87
79,424,1,553.80
665,1255,1,529.99
110,2516,1,814.69
1672,2009,1,573.75
1674,2012,1,101.98
667,438,1,2788.00
1681,1701,1,38.68
831,1594,1,89.75
2095,1453,1,1733.00
422,192,1,4475.00
430,1635,1,832.74
2074,125,1,543.38
2495,77,1,47.94
1300,1665,1,194.99
457,1287,1,453.92
442,1106,1,591.90
1419,108,1,914.97
1692,2513,1,1053.90
1173,1716,1,1798.13
1652,1473,1,2062.99
1503,1656,1,697.99
123,51,1,2039.67
1704,1423,1,202.98
632,1494,1,347.00
1192,1535,1,4468.00
2098,1512,1,1763.00
1826,1309,1,152.00
1171,1223,1,2035.00
458,125,1,1436.30
2489,1067,1,690.99
1580,1669,1,444.89
953,431,1,2976.00
1680,455,1,9203.98
1513,1619,1,448.97
1411,54,1,832.00
1612,1619,1,719.94
1524,1540,1,3320.00
1771,1421,1,1842.00
1420,1796,1,839.00
1710,1779,1,877.91
1657,1730,1,335.35
1669,494,1,1694.67
1431,108,1,644.99
1444,680,1,808.00
1932,1953,1,2231.98
1696,1621,1,46.97
634,2011,1,5197.98
822,464,1,2064.90
922,1356,1,108.92
1078,51,1,3911.65
1391,626,1,497.99
450,1251,1,1038.98
2503,1374,1,45.97
1526,1691,1,973.56
1596,1049,1,2364.66
1354,2506,1,72.20
145,1603,1,11709.95
1010,738,1,642.90
1492,1505,1,1389.00
109,926,1,805.90
713,2081,1,339.99
410,1958,1,6194.00
1865,1807,1,11327.30
140,62,1,2042.97
2105,1811,1,1603.00
1562,437,1,3237.40
370,1782,1,894.90
1573,2517,1,69.04
1609,1398,1,664.93
506,718,1,1517.00
73,773,1,175.65
108,1,1,956.91
1713,1607,1,970.08
2097,1646,1,1741.99
1647,654,1,848.96
1775,1425,1,1630.00
1558,2002,1,4599.96
79,1784,1,468.10
1576,2508,1,92.16
1644,110,1,913.70
2101,29,1,3652.50
1910,646,1,6051.00
385,97,1,719.40
2093,383,1,2813.00
1759,1684,1,328.01
432,549,1,1638.70
1037,170,1,406.50
2091,1426,1,2344.00
412,1727,1,1204.85
87,2517,1,303.32
1631,56,1,1259.96
1304,807,1,147.90
52,1710,1,1739.86
405,2046,1,5312.97
1459,1766,1,472.00
1435,997,1,1080.60
59,1697,1,946.78
1486,40,1,2315.23
1528,110,1,1232.93
2516,1606,1,643.31
1100,1615,1,6609.99
425,706,1,2530.00
173,37,1,568.93
1469,1690,1,416.99
1663,1228,1,9726.89
1611,2086,1,2952.48
1453,1443,1,2614.00
1270,1469,1,1420.85
1054,1524,1,2916.00
1766,1871,1,3105.00
2512,1898,1,1158.98
696,668,1,484.00
545,2513,1,1368.93
