region,product,on_time_fulfillment_rate
West Virginia,WWI 2GB Pulse Smart pen M100 Black,0.000000000000
New Mexico,Litware Refrigerator 3.2CuFt E160 Silver,0.000000000000
Brandenburg,Contoso 32GB Video MP3 Player M3200 Orange,0.000000000000
Northwest Territories,"Contoso SLR Camera 35"" M358 Silver",0.000000000000
Limousin,Contoso Water Heater 1.5GPM E0800 Green,0.000000000000
Hamburg,"Fabrikam Independent Filmmaker 1/3"" 8.5mm X200 Blue",0.000000000000
Maine,Proseware LCD17W E202 Black,0.000000000000
Idaho,Contoso Touch Stylus Pen E150 Silver,0.000000000000
Franche-Comté,WWI 2GB Pulse Smart pen M100 Blue,0.000000000000
Maine,A. Datum SLR Camera X139 Gold,0.000000000000
Nevada,Contoso 32GB Video MP3 Player M3200 Pink,0.000000000000
Saarland,Proseware Ink Jet Fax Machine E100 White,0.000000000000
Hawaii,Contoso Water Heater 1.5GPM E0800 Grey,0.000000000000
Nebraska,Proseware Air conditioner 12000BTU M640 Silver,0.000000000000
Dungannon and South Tyrone,Proseware LCD19 E1000 Black,0.000000000000
Freistaat Thüringen,"Adventure Works 19"" Color Digital TV E35 White",0.000000000000
Friesland,WWI 2GB Pulse Smart pen M100 Blue,0.000000000000
Nunavut,Litware Refrigerator 4.6CuFt E280 Blue,0.000000000000
Nunavut,Contoso 32GB Video MP3 Player M3200 Pink,0.000000000000
North Down,"Contoso SLR Camera 35"" X358 Black",0.000000000000
Northwest Territories,Contoso Water Heater 1.5GPM E0800 Grey,0.000000000000
Nebraska,"Fabrikam Independent Filmmaker 1/3"" 8.5mm X200 Blue",0.000000000000
North Down,Proseware LCD19 E1000 White,0.000000000000
Alaska,Contoso Touch Stylus Pen E150 White,0.000000000000
Idaho,WWI 2GB Pulse Smart pen M100 Blue,0.000000000000
Kansas,A. Datum SLR Camera X140 Pink,0.000000000000
Nebraska,Contoso 32GB Video MP3 Player M3200 Red,0.000000000000
Utah,MGS Return of Arcade Anniversary Edition M390,0.000000000000
South Dakota,Contoso Water Heater 1.5GPM E0800 Grey,0.000000000000
Armagh,Proseware Air conditioner 25000BTU L167 Grey,0.000000000000
Kansas,Proseware LCD20 M200 Black,0.000000000000
Hamburg,"Adventure Works 19"" Color Digital TV E35 White",0.000000000000
Sachsen-Anhalt,The Phone Company Touch Screen Phones - LCD M12 Grey,0.000000000000
West Virginia,Litware Refrigerator 4.6CuFt E280 Blue,0.000000000000
Nevada,Contoso 32GB Video MP3 Player M3200 Red,0.000000000000
Washington DC,Fabrikam Refrigerator 9.7CuFt M5600 Brown,0.000000000000
Hamburg,Contoso Water Heater 1.5GPM E0800 Red,0.000000000000
Connecticut,Fabrikam Independent Filmmaker 2/3'' 17mm X100 Black,0.000000000000
Enna,Proseware LCD20W M230 White,0.000000000000
Arkansas,Contoso Travel Charger for S-Series Battery E302 Black,0.000000000000
West Virginia,The Phone Company Touch Screen Phones - LCD M12 Grey,0.000000000000
Online,A. Datum SLR Camera X141 Blue,0.000000000000
Northwest Territories,Contoso 32GB Video MP3 Player M3200 Red,0.000000000000
Ayrshire,MGS Rise of Nations E112,0.000000000000
Nebraska,Contoso Water Heater 1.5GPM E0800 Red,0.000000000000
Armagh,Proseware Air conditioner 25000BTU L167 White,0.000000000000
Kansas,MGS Age of Empires II: The Age of Kings 2009 E180,0.000000000000
Armagh,"Adventure Works 19"" Portable LCD HDTV M110 Black",0.000000000000
Caltanissetta,"The Phone Company Touch Screen Phones 26-1.4"" M250 Black",0.000000000000
Online,Litware Refrigerator 4.6CuFt E280 Green,0.000000000000
Blaenau Gwent,Contoso 32GB Video MP3 Player M3200 White,0.000000000000
Hawaii,"Fabrikam SLR Camera 35"" M358 Black",0.000000000000
Oregon,Contoso Water Heater 1.5GPM E0800 Red,0.000000000000
Connecticut,"Fabrikam Independent Filmmaker 2/3"" 17mm X100 Blue",0.000000000000
Mayotte,MGS Age of Empires II: The Age of Kings 2009 E180,0.000000000000
Newfoundland and Labrador,Contoso Travel Charger for S-Series Battery E302 Black,0.000000000000
Newfoundland and Labrador,"The Phone Company Touch Screen Phones 26-1.4"" M250 Black",0.000000000000
Arkansas,A. Datum SLR-like Digital Camera M400 Grey,0.000000000000
Brandenburg,Contoso 4 Handset Cordless Phone System M86 Black,0.000000000000
Brandenburg,MGS Rise of Nations E112,0.000000000000
Berlin,Contoso Water Heater 1.5GPM E0800 Silver,0.000000000000
Arkansas,Proseware Air conditioner 6000BTU E180 Grey,0.000000000000
North Down,MGS Age of Empires II: The Age of Kings 2009 E180,0.000000000000
Northwest Territories,"Adventure Works 19"" Portable LCD HDTV M110 Black",0.000000000000
Pesaro,"The Phone Company Touch Screen Phones 26-1.4"" M250 Black",0.000000000000
Idaho,Litware Refrigerator 4.6CuFt E280 Grey,0.000000000000
Iowa,Contoso 4 Handset Cordless Phone System M86 Black,0.000000000000
Maine,"Fabrikam SLR Camera 35"" M358 Black",0.000000000000
Nunavut,Contoso Water Heater 1.5GPM E0800 White,0.000000000000
Oregon,Fabrikam Laptop10.1 M0100 White,0.000000000000
Pesaro,MGS Age of Empires II: The Age of Kings 2009 E180,0.000000000000
Washington DC,Contoso Travel Charger for S-Series Battery E302 Black,0.000000000000
South Carolina,"The Phone Company Touch Screen Phones 26-1.4"" M250 Black",0.000000000000
Online,A. Datum SLR-like Digital Camera M400 Grey,0.000000000000
Online,Contoso 4 Handset Cordless Phone System M86 Black,0.000000000000
Enna,MGS Rise of Nations E112,0.000000000000
Utah,Contoso Water Heater 1.5GPM E0800 White,0.000000000000
Ayrshire,Proseware Air conditioner 7000BTU E260 White,0.000000000000
Nevada,MGS Age of Empires II: The Conquerors Expansion 2009 E178,0.000000000000
Utah,"Adventure Works 19"" Portable LCD HDTV M110 Black",0.000000000000
Alaska,"The Phone Company Touch Screen Phones 26-1.4"" M250 Gold",0.000000000000
Oregon,Litware Refrigerator 4.6CuFt E280 Grey,0.000000000000
Pesaro,Contoso 4 Handset Cordless Phone System M86 Grey,0.000000000000
Northwest Territories,"Fabrikam SLR Camera 35"" M358 Blue",0.000000000000
Western Australia,Contoso Water Heater 1.5GPM E0800 White,0.000000000000
New Hampshire,Fabrikam Laptop10.1 M0101 Silver,0.000000000000
Tasmania,MGS Age of Empires II: The Conquerors Expansion 2009 E178,0.000000000000
Groningen,Contoso Travel Charger for S-Series Battery E302 Silver,0.000000000000
Hamburg,"The Phone Company Touch Screen Phones 26-1.4"" M250 Grey",0.000000000000
Nebraska,A. Datum SLR-like Digital Camera M400 Silver,0.000000000000
Dungannon and South Tyrone,Contoso 4 Handset Cordless Phone System M86 White,0.000000000000
Western Australia,MGS Rise of Nations E112,0.000000000000
Wyoming,Contoso Water Heater 1.5GPM E0800 White,0.000000000000
Nevada,Proseware All-In-One Photo Printer M200 Grey,0.000000000000
La Réunion,MGS Age of Empires II: The Conquerors Expansion E125,0.000000000000
West Virginia,"Adventure Works 19"" Portable LCD HDTV M110 White",0.000000000000
Limousin,"The Phone Company Touch Screen Phones 26-1.4"" M250 Grey",0.000000000000
Connecticut,Litware Refrigerator 4.6CuFt E280 Orange,0.000000000000
Enna,Contoso 4 Handset Cordless Phone System M86 White,0.000000000000
Hamburg,"Fabrikam SLR Camera 35"" M358 Gold",0.000000000000
Alaska,Contoso Water Heater 2.6GPM E0900 Green,0.000000000000
North Down,Fabrikam Laptop12 M2000 White,0.000000000000
Western Australia,MGS Age of Empires II: The Conquerors Expansion E125,0.000000000000
Oregon,Contoso SLR Camera M142 Black,0.000000000000
Montana,"The Phone Company Touch Screen Phones 26-1.4"" M250 Grey",0.000000000000
Blaenau Gwent,A. Datum Super-zoom Digital Camera X300 Azure,0.000000000000
Hawaii,Contoso 4 Handset Cordless Phone System M86 White,0.000000000000
Maine,MGS Rise of Nations: Gold Edition 2009 E143,0.000000000000
Arkansas,Contoso Water Heater 2.6GPM E0900 Green,0.000000000000
Washington DC,Proseware All-In-One Photo Printer M200 Grey,0.000000000000
Blaenau Gwent,MGS Age of Empires III 2008 E139,0.000000000000
Newfoundland and Labrador,"Adventure Works 20"" Analog CRT TV E45 Black",0.000000000000
Idaho,"The Phone Company Touch Screen Phones 26-2.2"" M200 Gold",0.000000000000
Hamburg,Litware Refrigerator 4.6CuFt E280 Silver,0.000000000000
Basse-Normandie,Contoso 4G MP3 Player E400 Green,0.000000000000
Basse-Normandie,"Fabrikam SLR Camera 35"" M358 Grey",0.000000000000
Utah,Contoso Water Heater 2.6GPM E0900 Green,0.000000000000
New Hampshire,Fabrikam Laptop12 M2002 Red,0.000000000000
West Virginia,MGS Age of Empires III 2008 E139,0.000000000000
Saarland,Contoso SLR Camera M142 Black,0.000000000000
New Mexico,"The Phone Company Touch Screen Phones 26-2.2"" M200 Grey",0.000000000000
Martinique,A. Datum Super-zoom Digital Camera X300 Green,0.000000000000
Connecticut,Contoso 4G MP3 Player E400 Green,0.000000000000
Freie Hansestadt Bremen,MGS Rise of Nations: Gold Edition M300,0.000000000000
Flevoland,Contoso Water Heater 2.6GPM E0900 Grey,0.000000000000
Nebraska,Proseware Chandelier M0615 Black,0.000000000000
Western Australia,MGS Age of Empires III 2008 E139,0.000000000000
West Virginia,Contoso DVD 14-Inch Player Portable L100 White,0.000000000000
Armagh,The Phone Company Touch Screen Phones 4-Wire/ Built-in M205 Black,0.000000000000
Oregon,Litware Refrigerator 4.6CuFt E280 Silver,0.000000000000
Maine,Contoso 4G MP3 Player E400 Orange,0.000000000000
Pesaro,"Fabrikam SLR Camera 35"" M358 Grey",0.000000000000
Limousin,Contoso Water Heater 2.6GPM E0900 Grey,0.000000000000
Newfoundland and Labrador,Fabrikam Laptop12 M2002 Red,0.000000000000
Wyoming,MGS Age of Empires III 2008 E139,0.000000000000
Wyoming,Contoso SLR Camera M143 Silver,0.000000000000
Belfast,The Phone Company Touch Screen Phones 4-Wire/ Built-in M205 Black,0.000000000000
Utah,A. Datum Super-zoom Digital Camera X300 Grey,0.000000000000
Oregon,Contoso 4G MP3 Player E400 Orange,0.000000000000
Hawaii,MGS Rise of Nations: Gold Edition M300,0.000000000000
Wyoming,Contoso Water Heater 2.6GPM E0900 Red,0.000000000000
Iowa,Proseware Color Ink Jet Fax with 5.8 GHz Cordless Handset X250 Grey,0.000000000000
Enna,MGS Age of Empires III: The Asian Dynasties 2009 E127,0.000000000000
Hessen,Contoso DVD 15-Inch Player Portable L200 Black,0.000000000000
Limousin,The Phone Company Touch Screen Phones 4-Wire/ Built-in M205 Black,0.000000000000
Hessen,Litware Refrigerator 4.6CuFt E280 White,0.000000000000
Hawaii,Contoso 4G MP3 Player E400 Silver,0.000000000000
Drenthe,"Fabrikam SLR Camera 35"" M358 Silver",0.000000000000
Belfast,Contoso Water Heater 2.6GPM E0900 Silver,0.000000000000
Utah,Contoso Original K1m Li-Ion Standard Battery E170 Black,0.000000000000
Groningen,MGS Age of Empires III: The Asian Dynasties 2009 E127,0.000000000000
Australian Capital Territory,Contoso SLR Camera M144 Silver Grey,0.000000000000
Northwest Territories,The Phone Company Touch Screen Phones 4-Wire/ Built-in M205 Black,0.000000000000
Arkansas,A. Datum Super-zoom Digital Camera X300 Pink,0.000000000000
Utah,Contoso 4G MP3 Player E400 Silver,0.000000000000
Kansas,MGS Rise of Nations: Gold Edition M300,0.000000000000
Enna,Contoso Water Heater 2.6GPM E0900 Silver,0.000000000000
South Dakota,MGS RalliSport Challenge2009 E155,0.000000000000
Pesaro,MGS Dungeon Siege 2009 E163,0.000000000000
Nebraska,Contoso DVD 15-Inch Player Portable L200 Black,0.000000000000
Tasmania,The Phone Company Touch Screen Phones 4-Wire/ Built-in M205 Black,0.000000000000
Belfast,Litware Refrigerator 9.7CuFt M560 Blue,0.000000000000
Western Australia,Contoso 4G MP3 Player E400 Silver,0.000000000000
Friesland,"Fabrikam SLR Camera 35"" M358 Silver Grey",0.000000000000
Maine,Contoso Water Heater 2.6GPM E0900 Silver,0.000000000000
Hessen,Contoso Original K1m Li-Ion Standard Battery E170 Silver,0.000000000000
Kansas,MGS Dungeon Siege II E105,0.000000000000
South Carolina,Contoso SLR Camera M145 Blue,0.000000000000
Alaska,The Phone Company Touch Screen Phones 4-Wire/ Built-in M205 Gold,0.000000000000
Ayrshire,A. Datum Super-zoom Digital Camera X300 Pink,0.000000000000
Utah,"Adventure Works 19"" Portable LCD HDTV M110 Silver",0.000000000000
Online,MGS Rise of Nations: Gold Edition M300,0.000000000000
Western Australia,Contoso Water Heater 2.6GPM E0900 Silver,0.000000000000
Blaenau Gwent,MGS Return of Arcade Anniversary Edition 2009 E176,0.000000000000
New Hampshire,MGS Dungeon Siege II E105,0.000000000000
Oregon,Contoso DVD 15-Inch Player Portable L200 Black,0.000000000000
Nevada,The Phone Company Touch Screen Phones 4-Wire/ Built-in M205 Gold,0.000000000000
Nebraska,Litware Refrigerator 9.7CuFt M560 Brown,0.000000000000
Utah,"Adventure Works 19"" Portable LCD HDTV M110 White",0.000000000000
Iowa,"Fabrikam SLR Camera 35"" X358 Black",0.000000000000
Hawaii,Contoso Water Heater 2.6GPM E0900 White,0.000000000000
Newfoundland and Labrador,Contoso Original K1m Li-Ion Standard Battery E170 Silver,0.000000000000
Alaska,MGS Dungeon Siege X300,0.000000000000
Victoria,Contoso SLR Camera M146 Orange,0.000000000000
Northwest Territories,The Phone Company Touch Screen Phones 4-Wire/ Built-in M205 Gold,0.000000000000
West Virginia,A. Datum Super-zoom Digital Camera X300 Pink,0.000000000000
Iowa,"Adventure Works 20"" Analog CRT TV E45 Black",0.000000000000
Utah,MGS Rise of Nations: Gold Edition M300,0.000000000000
Iowa,Contoso Water Heater 2.6GPM E0900 White,0.000000000000
Wyoming,MGS Return of Arcade Anniversary Edition 2009 E176,0.000000000000
Arkansas,MGS Dungeon Siege X300,0.000000000000
Pesaro,Contoso DVD 15-Inch Player Portable L200 Black,0.000000000000
Arkansas,The Phone Company Touch Screen Phones 4-Wire/ Built-in M205 Grey,0.000000000000
Newfoundland and Labrador,Litware Refrigerator 9.7CuFt M560 Orange,0.000000000000
Maine,"Adventure Works 20"" Analog CRT TV E45 Black",0.000000000000
Oregon,"Fabrikam SLR Camera 35"" X358 Black",0.000000000000
Tasmania,"Adventure Works 20"" Analog CRT TV E45 White",0.000000000000
Nunavut,Contoso Original K1m Li-Ion Standard Battery E170 Silver,0.000000000000
Groningen,MGS Dungeon Siege X300,0.000000000000
New Mexico,Contoso SLR Camera X143 Grey,0.000000000000
Iowa,The Phone Company Touch Screen Phones 4-Wire/ Built-in M205 Grey,0.000000000000
Brandenburg,A. Datum Ultra Compact Digital Camera M190 Azure,0.000000000000
Idaho,Adventure Works LCD22 M200 White,0.000000000000
Basse-Normandie,MGS Rise of Nations: Rise of Legends 2008 E137,0.000000000000
Alaska,"Adventure Works 20"" CRT TV E15 Black",0.000000000000
Armagh,MGS Return of Arcade Anniversary Edition M390,0.000000000000
Hessen,MGS Dungeon Siege: Legends of Aranna 2009 E146,0.000000000000
Hessen,Contoso DVD 15-Inch Player Portable L200 Silver,0.000000000000
Oregon,The Phone Company Touch Screen Phones 4-Wire/ Built-in M205 Grey,0.000000000000
Nebraska,Litware Refrigerator 9.7CuFt M560 Red,0.000000000000
Montana,Adventure Works LCD22 M200 White,0.000000000000
Pesaro,"Fabrikam SLR Camera 35"" X358 Gold",0.000000000000
Arkansas,"Adventure Works 20"" CRT TV E15 Black",0.000000000000
Berlin,Contoso Original K1m Li-Ion Standard Battery E170 White,0.000000000000
Pesaro,MGS Dungeon Siege: Legends of Aranna 2009 E146,0.000000000000
South Dakota,Contoso SLR Camera X143 Silver,0.000000000000
Arkansas,The Phone Company Touch Screen Phones 4-Wire/On-wall M302 Black,0.000000000000
Armagh,A. Datum Ultra Compact Digital Camera M190 Green,0.000000000000
Oregon,Adventure Works LCD22 M200 White,0.000000000000
Oregon,MGS Rise of Nations: Rise of Legends M290,0.000000000000
Ayrshire,"Adventure Works 20"" CRT TV E15 Black",0.000000000000
Montana,MGS Return of Arcade Anniversary Edition M390,0.000000000000
Connecticut,MGS Empires Collector's 2008 M440,0.000000000000
Belfast,Contoso DVD 15-Inch Player Portable L200 White,0.000000000000
Iowa,The Phone Company Touch Screen Phones 4-Wire/On-wall M302 Black,0.000000000000
Arkansas,Litware Refrigerator 9.7CuFt M560 Silver,0.000000000000
South Dakota,Adventure Works LCD22 M200 White,0.000000000000
Ayrshire,"Fabrikam SLR Camera 35"" X358 Green",0.000000000000
Blaenau Gwent,"Adventure Works 20"" CRT TV E15 Black",0.000000000000
Montana,Contoso Original K1m Li-Ion Standard Battery E170 White,0.000000000000
Berlin,Litware Microwave 0.9CuFt E090 White,0.000000000000
Nunavut,Contoso SLR Camera X144 Gold,0.000000000000
Victoria,The Phone Company Touch Screen Phones 4-Wire/On-wall M302 Black,0.000000000000
Iowa,A. Datum Ultra Compact Digital Camera M190 Green,0.000000000000
Berlin,Adventure Works LCD22W M200 Black,0.000000000000
Wyoming,MGS Rise of Nations: Rise of Legends M290,0.000000000000
Drenthe,"Adventure Works 20"" CRT TV E15 Black",0.000000000000
Oregon,MGS Return of Arcade Anniversary Edition M390,0.000000000000
Kansas,Litware Microwave 0.9CuFt E090 White,0.000000000000
Blaenau Gwent,Contoso DVD 15-Inch Player Portable L200 White,0.000000000000
Arkansas,The Phone Company Touch Screen Phones 4-Wire/On-wall M302 Gold,0.000000000000
Blaenau Gwent,Litware Refrigerator 9.7CuFt M560 Silver,0.000000000000
Hawaii,Adventure Works LCD24 X300 Black,0.000000000000
Maine,"Fabrikam SLR Camera 35"" X358 Green",0.000000000000
West Virginia,"Adventure Works 20"" CRT TV E15 Black",0.000000000000
Armagh,Contoso Pen Touch Screen Phones M320 Black,0.000000000000
Victoria,Litware Microwave 1.0CuFt E110 Blue,0.000000000000
Belfast,Contoso Lens Cap Keeper E314 White,0.000000000000
Berlin,The Phone Company Touch Screen Phones 4-Wire/On-wall M302 Gold,0.000000000000
Hawaii,A. Datum Ultra Compact Digital Camera M190 Grey,0.000000000000
Nunavut,Adventure Works LCD24 X300 Black,0.000000000000
Ayrshire,MGS Rise of Nations: Thrones and Patriots2009 E145,0.000000000000
Western Australia,"Adventure Works 20"" CRT TV E15 Black",0.000000000000
Iowa,MGS Rise of Nations E112,0.000000000000
Western Australia,Litware Microwave 1.0CuFt E110 Blue,0.000000000000
New Mexico,Contoso DVD 15-Inch Player Portable L200 White,0.000000000000
Newfoundland and Labrador,The Phone Company Touch Screen Phones 4-Wire/On-wall M302 Grey,0.000000000000
South Carolina,Litware Refrigerator 9.7CuFt M560 Silver,0.000000000000
Ayrshire,Adventure Works Laptop8.9 E0890 White,0.000000000000
Northwest Territories,"Fabrikam SLR Camera 35"" X358 Green",0.000000000000
Dungannon and South Tyrone,"Adventure Works 20"" CRT TV E15 Silver",0.000000000000
Dungannon and South Tyrone,Contoso Pen Touch Screen Phones M320 Black,0.000000000000
Wyoming,Litware Microwave 1.0CuFt E110 Red,0.000000000000
Belfast,Contoso SLR Camera X144 Silver Grey,0.000000000000
Blaenau Gwent,The Phone Company Touch Screen Phones 5-Wire/Built-in M500 Black,0.000000000000
Online,A. Datum Ultra Compact Digital Camera M190 Grey,0.000000000000
Friesland,Adventure Works Laptop8.9 E0890 White,0.000000000000
Corse,MGS Rise of Nations: Thrones and Patriots2009 E145,0.000000000000
Nunavut,"Adventure Works 20"" CRT TV E15 White",0.000000000000
Fermanagh,MGS Rise of Nations: Gold Edition 2009 E143,0.000000000000
Nunavut,Litware Refrigerator 24.7CuFt X980 Blue,0.000000000000
Nunavut,Contoso DVD 15-Inch Player Portable L200 White,0.000000000000
Drenthe,The Phone Company Touch Screen Phones 5-Wire/Built-in M500 Black,0.000000000000
Nebraska,Litware Refrigerator 9.7CuFt M560 White,0.000000000000
Hawaii,Adventure Works Laptop8.9 E0890 White,0.000000000000
Drenthe,Contoso Mouse Lock Bundle E200 White,0.000000000000
Idaho,"Adventure Works 20"" LCD HDTV M120 Black",0.000000000000
Enna,Contoso Pen Touch Screen Phones M320 Black,0.000000000000
Online,Litware Refrigerator 24.7CuFt X980 Blue,0.000000000000
Dungannon and South Tyrone,Contoso SLR Camera X144 Silver Grey,0.000000000000
Flevoland,The Phone Company Touch Screen Phones 5-Wire/Built-in M500 Black,0.000000000000
South Dakota,A. Datum Ultra Compact Digital Camera M190 Grey,0.000000000000
New Hampshire,Adventure Works LCD15 E100 Black,0.000000000000
Newfoundland and Labrador,MGS Rise of Nations: Thrones and Patriots2009 E145,0.000000000000
Nunavut,"Adventure Works 20"" LCD HDTV M120 Black",0.000000000000
Freistaat Thüringen,MGS Rise of Nations: Gold Edition 2009 E143,0.000000000000
South Carolina,Litware Refrigerator 24.7CuFt X980 Brown,0.000000000000
Saarland,Contoso DVD 15-Inch Player Portable L200 White,0.000000000000
Nebraska,The Phone Company Touch Screen Phones 5-Wire/Built-in M500 Black,0.000000000000
Belfast,Litware Refrigerator L1200 Orange,0.000000000000
South Dakota,Adventure Works LCD15 E100 Black,0.000000000000
Armagh,Contoso Multi-line phones M30 Black,0.000000000000
New Hampshire,"Adventure Works 20"" LCD HDTV M120 Silver",0.000000000000
Nebraska,Contoso Pen Touch Screen Phones M320 Black,0.000000000000
South Dakota,Litware Refrigerator 24.7CuFt X980 Brown,0.000000000000
South Carolina,Contoso SLR Camera X144 Silver Grey,0.000000000000
Sachsen-Anhalt,WWI 2GB Pulse Smart pen M100 White,0.000000000000
Connecticut,"Adventure Works 13"" Color TV E25 Black",0.000000000000
Idaho,Adventure Works LCD15 E100 White,0.000000000000
Sachsen-Anhalt,MGS Rise of Nations: Thrones and Patriots2009 E145,0.000000000000
Pesaro,"Adventure Works 20"" LCD HDTV M120 Silver",0.000000000000
Montana,MGS Rise of Nations: Gold Edition 2009 E143,0.000000000000
Sachsen-Anhalt,Litware Refrigerator 24.7CuFt X980 Grey,0.000000000000
Victoria,Contoso DVD 15-Inch Player Portable L200 White,0.000000000000
West Virginia,WWI 2GB Pulse Smart pen M100 White,0.000000000000
Enna,Litware Refrigerator L1200 Orange,0.000000000000
Maine,Adventure Works LCD15 E100 White,0.000000000000
Oregon,Fabrikam Laptop12W M2080 Silver,0.000000000000
Alaska,"Adventure Works 20"" LCD HDTV M120 White",0.000000000000
Northwest Territories,Contoso Pen Touch Screen Phones M320 Black,0.000000000000
Montana,Fabrikam SLR Camera X146 Black,0.000000000000
New Hampshire,Contoso SLR Camera X145 Pink,0.000000000000
Western Australia,WWI 2GB Pulse Smart pen M100 White,0.000000000000
Idaho,"Adventure Works 13"" Color TV E25 Silver",0.000000000000
South Dakota,Adventure Works LCD15 E100 White,0.000000000000
South Carolina,MGS Rise of Nations: Thrones and Patriots2009 E145,0.000000000000
Idaho,"Adventure Works 20"" LCD HDTV M120 White",0.000000000000
Nebraska,MGS Rise of Nations: Gold Edition 2009 E143,0.000000000000
South Dakota,Fabrikam SLR Camera X146 Black,0.000000000000
Wyoming,Contoso DVD 15-Inch Player Portable L200 White,0.000000000000
Alaska,WWI 2GB Spy Video Recorder Pen M300 Black,0.000000000000
Online,Litware Refrigerator L1200 Orange,0.000000000000
Freie Hansestadt Bremen,Adventure Works LCD17 E200 White,0.000000000000
Alaska,Fabrikam Laptop13.3 M3000 Red,0.000000000000
Oregon,"Adventure Works 26"" 720p LCD HDTV M140 Black",0.000000000000
Hessen,Contoso Phone for MSN E200 Black,0.000000000000
Kansas,Fabrikam SLR Camera X147 Grey,0.000000000000
Oregon,Contoso SLR Camera X146 Orange,0.000000000000
Northwest Territories,WWI 2GB Spy Video Recorder Pen M300 Black,0.000000000000
West Virginia,"Adventure Works 13"" Color TV E25 Silver",0.000000000000
Iowa,Adventure Works LCD17 E200 White,0.000000000000
Ayrshire,MGS Rise of Nations2009 E152,0.000000000000
Brandenburg,"Adventure Works 26"" 720p LCD HDTV M140 Brown",0.000000000000
South Carolina,MGS Rise of Nations: Gold Edition 2009 E143,0.000000000000
New Mexico,Fabrikam SLR Camera X147 Grey,0.000000000000
Newfoundland and Labrador,Contoso DVD 38 DVD Storage Binder E25 Black,0.000000000000
Alaska,WWI 2GB Spy Video Recorder Pen M300 Blue,0.000000000000
Montana,Litware USB Durable Desk Soft Fan E1401 Blue,0.000000000000
Iowa,Adventure Works LCD17W E203 Black,0.000000000000
Idaho,Fabrikam Laptop13.3 M3000 Red,0.000000000000
Western Australia,"Adventure Works 15.6"" LCD TV M130W Brown",0.000000000000
Washington DC,Contoso Phone for MSN E200 Black,0.000000000000
Newfoundland and Labrador,Fabrikam SLR Camera X147 Silver,0.000000000000
New Mexico,Contoso Smart Battery M901 Blue,0.000000000000
Fermanagh,WWI 2GB Spy Video Recorder Pen M300 Blue,0.000000000000
Berlin,"Adventure Works 13"" Color TV E25 White",0.000000000000
Berlin,Adventure Works LCD17W E203 White,0.000000000000
Newfoundland and Labrador,MGS Rise of Nations2009 E152,0.000000000000
Victoria,"Adventure Works 15.6"" LCD TV M130W Silver",0.000000000000
Nebraska,MGS Rise of Nations: Gold Edition M300,0.000000000000
South Carolina,Fabrikam SLR Camera X147 Silver,0.000000000000
Victoria,Contoso DVD 38 DVD Storage Binder E25 Black,0.000000000000
Idaho,WWI 2GB Spy Video Recorder Pen M300 Blue,0.000000000000
Idaho,Litware USB Durable Desk Soft Fan E1401 Red,0.000000000000
Wyoming,Adventure Works LCD17W E203 White,0.000000000000
Newfoundland and Labrador,Fabrikam Laptop14.1 E4101 Red,0.000000000000
West Virginia,"Adventure Works 15.6"" LCD TV M130W Silver",0.000000000000
Nevada,Contoso Phone for MSN E200 White,0.000000000000
Utah,Litware Microwave 0.8CuFt E080 White,0.000000000000
West Virginia,Contoso Smart Battery M901 Blue,0.000000000000
Berlin,WWI 2GB Spy Video Recorder Pen M300 Purple,0.000000000000
Arkansas,"Adventure Works 15.6"" LCD TV M130W Black",0.000000000000
Connecticut,Adventure Works LCD19 E108 Black,0.000000000000
Nunavut,MGS Rise of Nations2009 E152,0.000000000000
La Réunion,"Adventure Works 19"" Color Digital TV E35 Black",0.000000000000
North Down,MGS Rise of Nations: Gold Edition M300,0.000000000000
Nevada,Litware Microwave 0.9CuFt E090 Blue,0.000000000000
Brandenburg,Contoso DVD 38 DVD Storage Binder E25 Red,0.000000000000
Fermanagh,WWI 2GB Spy Video Recorder Pen M300 Purple,0.000000000000
Connecticut,Litware USB Durable Desk Soft Fan E1401 White,0.000000000000
Nevada,Adventure Works LCD19 E108 Black,0.000000000000
Hawaii,Fabrikam Laptop14.1 M4100 White,0.000000000000
Western Australia,"Adventure Works 19"" Color Digital TV E35 Black",0.000000000000
Caltanissetta,Contoso Phone System Accessory Handset with Charger M308 White,0.000000000000
Enna,Litware Microwave 0.9CuFt E090 Grey,0.000000000000
South Carolina,Contoso Smart Battery M901 Grey,0.000000000000
Freistaat Thüringen,WWI 2GB Spy Video Recorder Pen M300 Purple,0.000000000000
Fermanagh,"Adventure Works 15.6"" LCD TV M130W Black",0.000000000000
South Dakota,Adventure Works LCD19 E108 White,0.000000000000
Dungannon and South Tyrone,MGS Hand Games for 12-16 boys E600 Black,0.000000000000
Wyoming,"Adventure Works 19"" Color Digital TV E35 Black",0.000000000000
Arkansas,MGS Rise of Nations: Rise of Legends 2008 E137,0.000000000000
Online,Litware Microwave 0.9CuFt E090 Grey,0.000000000000
New Hampshire,Contoso DVD 38 DVD Storage Binder E25 Silver,0.000000000000
Hamburg,WWI 2GB Spy Video Recorder Pen M300 Silver,0.000000000000
Dungannon and South Tyrone,Litware USB Foam Fan E1301 Pink,0.000000000000
Freistaat Thüringen,Adventure Works LCD19W M100 White,0.000000000000
Northwest Territories,Fabrikam Laptop14.1 M4100 White,0.000000000000
Victoria,"Adventure Works 19"" Color Digital TV E35 Brown",0.000000000000
